ID,Comment Text,Token Count,Label
326,Cả giới giải_trí bao_che,6,Không ủng hộ
327,Báo không thích lên cái nói người ta thao_túng là sao,12,Không ủng hộ
328,"Ủa showbiz ai cũng giấu chuyện hh mà , đó là chuyện riêng , tự_nhiên bắt người ta công_khai dùm , ủa hh chứ có phải hung_thủ đâu mà ra làm_chứng",40,Trung lập
329,muốn lấy lại danh_dự cho con mà không thấy mặt cha_mẹ đâu ?,16,Trung lập
330,Thế_lực nó mạnh quá mà,6,Trung lập
331,rồi đổ tới hết cả giới giải_trí luôn .,11,Không liên quan
332,Không bình_thường tin ai bữa thì Ga không mua_chuộc được nay thì tìm đến,16,Không ủng hộ
333,"có cha_mẹ như_vậy gặp tao , tao cũng ...",11,Không liên quan
334,"Phải xin_lỗi vì hẹn_hò , haha",9,Không ủng hộ
335,bố_mẹ gì kì vậy,5,Không liên quan
336,100 phương_tiện tt từ_chối vì thấy gia_đình vô_lý chứ còn sao,15,Không ủng hộ
337,Từ_chối đã từng hẹn_hò là kiện à ? ?,11,Trung lập
338,Yêu phải công_khai cho cả xã_hội biết thì mới là người tử_tế hả ?,17,Trung lập
339,Mày thấy hẹn_hò chia_tay là bình_thường có gì đau trời,13,Trung lập
340,Ủa sao lúc quen khongi nói ma mất rồi lại coi ra ngộ ! Ba me muốn kiếm cơm,22,Không ủng hộ
341,dắt tao còn hơn dắt bò,6,Không liên quan
342,"xin bí_quyết thao_túng của ảnh được không , thao_túng từ bạn gái , gia_đình , họ_hàng người_thân bạn gái , cả giới giải_trí , truyền_thông các kiểu",41,Không ủng hộ
343,Ý là lúc chị bị khủng_hoảng gia_đình ở đâu vậy ạ lúc đó gia_đình sao không lên_tiếng bảo_vệ từ lúc chị còn sống để không sảy ra đến nước này rồi mới bắt_đầu lên_tiếng vậy,42,Không ủng hộ
344,"Gia_đình làm chuyện càng_ngày_càng bung bét .... phóng_viên tôn_trọng người đã khuất , công_ty cũng muốn làm_việc riêng để mọi chuyện không rối_ren . Gia_đình muốn lôi mọi chuyện về con gái đã khuất ra trước mọi người hả ?",52,Không ủng hộ
345,"nhiều người cứ lên_án cha mẹ_con_bé "" sao lúc sống thì không lên_tiếng "" mà không biết ở HQ tổng_thống còn làm bù_nhìn thì 1 gia_đình thấp_cổ_bé_họng thì làm gì được ! Tới khi mất đi đứa con như 1 đòn đả_kích khiến người ta có động_lực tìm công_bằng thôi ! cái phim penthouses phản_ánh đúng XH Hàn luôn í !",81,Trung lập
346,"Mọi người hiểu lý_do tại_sao chia_tay rồi chứ , vì sợ đó",15,Trung lập
347,"Giải cíu tui với mày.n . Mua album phim nữ_hoàng nước_mắt về để bán dần , bán còn mấy quyển tự_nhiên anh tui díh vào dram . Giải cíu . Giải cíu",43,Trung lập
348,"Thấy người ở lại thành_công quá , gia_đình người_yêu cũ ở lại nghĩ cách bào",18,Không ủng hộ
349,"ý là mấy cái thao_túng báo_chí này lạ lắm à ở VN còn đầy ra đấy chứ nói gì bên hàn , riêng mấy cái gia_tộc nó đã thảo túng cổ_phần giới giải_trí với truyền_thông thì việc đăng báo hay không nó lại lạ quá cơ",53,Trung lập
350,"Đã nói rồi ở Hàn_Quốc giới nổi_tiếng hay tài_phiệt Chaebol cái nào bất_lợi , cản_trở con đường phát_triển của họ là sẽ bị thao_túng truyền_thông mà",37,Trung lập
351,"Con gái đã không mọi người công_khai khi còn sống rồi , em đã mất mà ba_mẹ cố lôi ra",24,Không ủng hộ
352,nó thao_túng lun cả truyền_thông còn được thì con_bé là cái gì đâu .,18,Không ủng hộ
353,bịt miệng thì thì mấy phương_tiện truyền_thông dám viết bài,12,Trung lập
354,"Cứ cho nó hẹn_hò thì có liên_quan gì không ? Trong thgian hẹn_hò đâu có bạo_lực , oánh nhau , bóc phốt nhau . Đến ngay cả con_bé còn không nói động gì , mà chỉ nhà mày ầm_ĩ lên khi con_bé chết rồi",57,Ủng hộ
355,Giờ lại đổ tội cho cả xã hội.tao bảo rồi bố mẹ_con_bé này có vđe lắm,21,Không ủng hộ
356,thì có ai bảo không quen đâu . đã từng quen là đúng rồi . nhưng chia_tay 4 _ 5 năm rồi mẹ ơi . mẹ tha cho người ta đi . lúc nhỏ còn sống mẹ ở đâu zị . giờ như diễn_viên hài cả nhà zị mẹ .,55,Ủng hộ
357,"vấn_đề là lên_tiếng để làm gì khi đã chia_tay lâu rồi , giờ bạn đang sống ổn thì người_yêu cũ của bạn đang nợ_nần tự_nhiên đăng ảnh lên cho cả xã_hội biết bạn có vui có muốn nhận không",48,Không ủng hộ
358,Rồi hẹn_hò xong chia_tay rồi thì liên_quan gì đến nhau nữa . Tự gây ra chuyện thì phải tự trả nợ chứ . Đang trong mqh yêu_đương thì không nói . Đằng này chia_tay cả mấy năm rồi .,47,Ủng hộ
359,gia_đình cũng chẳng ra gì nên con_bé mới bị áp_lực á :,15,Không liên quan
360,Tao chi thấy cấn_cái khúc lúc 2 người_yêu nhau sao không cấm hoặc phốt lên mà để đến lúc bà này chít rồi gia_đình mới phốt lên vậy,31,Trung lập
361,"rồi cần gì garo sero , cần gì đến các diễn_viên khác lên_tiếng muốn tìm danh_dự cho con gái , có bằng_chứng đầy_đủ thì sao không kiện ra toà luôn đi",37,Trung lập
362,chẳng_qua muốn kiếm một_số tiền bồi_thường từ ông này .. chứ lúc con_bé bị trầm_cảm lẫn áp_lực mạng thì gia_đình bé trả làm gì giờ chỉ lấy con_bé để trục_lợi,39,Không ủng hộ
363,Ôi mẹ ơi . Lên_tiếng để làm gì . Yêu thì có gì sai . Nếu cho chọn lại thì người ta vẫn muốn yêu từ 15 tuổi thôi . Chứ có anh nào ép yêu đâu . Tôi gặp anh zai này sớm tôi yêu tùe khi 13 tuổi luôn . Hiuhiu,59,Ủng hộ
364,Tài_khoản cha Kim_soo hyun gớm thiệt,8,Không ủng hộ
365,từ_chối là phải rồi vì chuyện nam_nữ yêu nhau là riêng_tư cá_nhân không phải chuyện của người ta mà đi lên_tiếng làm_gì,28,Không liên quan
366,Thế cả giới biết rồi thì còn đòi cái gì nữa ? Có phải giấu để hành_hạ hay tay 2 tay 3 đâu ? Luật cviec nó như_vậy . Cviec ảnh_hưởng tới bao người . Mà con gái nay hẹn_hò người này người kia cũng gây hại cho cô,59,Ủng hộ
367,Cái gia_đình dot từ nóc . Thương con_bé thật_sự,12,Không ủng hộ
368,Các cụ nói rồi lấy vợ_chồng xem tông mà ....,11,Không ủng hộ
369,Mẹ biết mẹ không ýkieesn xong giờ con gái không còn mẹ moi lên rồi mẹ wa trời tốt,23,Không liên quan
370,Cho tao cái bằng_chứng coi . Khẳng_định thì có nhg nói mồm ai nghe,18,Trung lập
371,tính ra nhờ drama này mới thấy cộng_đồng mạng bị dắt vữ lun á má,18,Trung lập
372,"Ý là x ta không thích công_khai chời , con ông không công_khai mà ông la_làng chi vậy . Mà yêu nhau kín_tiếng chứ ai bô_bô ra tiêu hết sự_nghiệp à",39,Không ủng hộ
373,"Gia_đình em lúc đầu còn giữ hi_vọng kiếm được tiền từ rể hụt nên ban_đầu thì không ngăn_cấm lúc sau thì giữ im_lặng , khi biết không ăn được theo kiểu này thì quay ra kiện để lấy tiền đền_bù thôi , chứ bố_mẹ nào để con gái 15 tuổi hẹn_hò sớm với tao gần 30 . Dù_sao bây_giờ chỉ là c cắn c một mồm lông , chỉ_tội Kim sae ron không được yên_nghỉ .",89,Không ủng hộ
374,"Chia_tay 2020 , tự gây tại nạn 2022 , mắc nợ 2022 , đòi nợ 3/2024 , xoá 3/2024 , police phát_hiện đột_quỵ năm 2025 Gia_đình nói tự_sát vẫn đổ hết tội cho thằng bồ cũ . Cái scandal hợp_lí nhất từ trước đến nay",59,Không ủng hộ
375,Hẹn_hò thôi chứ có phải QHTD với trẻ vị_thành_niên đâu mà cứ làm ầm lên ta,20,Trung lập
376,"Tính ra tui thấy ô kim này chẳng có vấn_đề gì , đáng trách đáng hận nhất chính là bme của gia_đình cô gái kia . Họ sống quá vô_trách_nhiệm , giờ trách_nhiệm lại đẩy sang cho người_yêu cũ của con gái . Vcc . Khổ_thân",57,Ủng hộ
377,"chuyện chưa ngã_ngũ mà mấy má bênh người này chửi người kia , để đến cuối coi sao , chuyện gì mà không có hồi kết , dù gì cũng liên_quan người chưa , ết cẩn_thận mấy má ơi",45,Trung lập
378,bắt Kim_Soo_Hyun xin_lỗi vì đã yeu cgai mình à họp_báo mà cả bme dều không đến là hiểu thế_nào rồi gia_đình này hài dón,35,Không ủng hộ
379,"Xem phim thấy phóng_viên nhà_báo mà nghe tin xấu của diễn_viên nổi_tiếng là thích khui lắm mà , nói thế_này giống như Kim_soo hyun quyền_lực lắm luôn í nhỉ , bịt được hết phóng_viên",42,Trung lập
380,Hẹn_hò chia_tay xong giờ kéo thêm người nữa cho dui à,14,Không ủng hộ
381,chứ gì nữa ... biết thì sao ... ai mà_lại đi trục_lợi từ người đã mất ... chỉ có bất_chấp sĩ_diện mới đi trục_lợi từ người đã mất thui,37,Không ủng hộ
382,"Chưa biết ai đúng ai sai . Nhưng ngộ là lúc sống sao không lên_tiếng đi trời , tự_nhiên nhỏ chết cái lôi ra bàn_tán . Chết cũng không yên nữa",34,Trung lập
383,gia_đình thứ mắc oán này xứng_đáng bồi_thường,10,Không ủng hộ
384,"Kiểu cha_mẹ này là nuôi con gái lớn xong đòi nhờ , lúc còn sống thì thấy yêu Kim_Soo_Hyun ngon_lành hứa cưới nên mới để im , giờ con mất rồi nên phải kiếm cớ kiếm thêm , kiểu mẹ này giống mẹ mình : đọc sơ drama hiểu",54,Không ủng hộ
385,chả có nhà đài nào mà nó thấy drama nhất_là với sao hạng Anh mà không tham cả ? chẳng_qua là thấy drama đó không đi tới đâu xàm nên họ không viết bài ?,38,Không liên quan
386,không lên_tiếng phải im_lặng im_lặng đến cuối sẽ thắng,12,Trung lập
387,Ông này mới là HẾN VƯƠNG nè :,9,Không ủng hộ
388,Thằng Kim_soo hyun này mối tình_đầu cũng là mối tình duy_nhất cho đến lúc mất của Kim_Sae_Ron . Con_bé thật_sự đáng thương,30,Không ủng hộ
389,Mà ông sai cái gì nợ trả thôi còn yêu thì phải cả hai yêu nhau rồi ông sai chỗ nào,21,Trung lập
390,"“ Tạm_biệt Kim_Soo_Hyun , khóc xong rồi thì thôi cất gọn poster anh vào góc , mình tạm_thời không nhìn nhau anh nhé . Mỗi lần nhìn thấy anh_em sợ lại làm tim mình đau hơn . Em không biết em có vượt qua cú sốc này không nữa . Chờ anh nửa năm , để rồi nhận trái đắng như_vậy . Album đặt rồi cũng không muốn lấy về nữa . Em chưa đủ chín_chắn để chấp_nhận sự_thật này , chắc là vậy , nên em đành ích_kỷ vậy thôi . ”",106,Không ủng hộ
391,Nghĩ đến việc nó cap màn_hình cho pv … chèn ơi nó cay cho ngay vào thùng xốp,20,Không ủng hộ
392,giải cứugiải nghệ,5,Không liên quan
393,Họ yêu nhau có gì sai trời,7,Trung lập
394,"Đr yêu có sai đâu , vậy sao không thừa_nhận mà chối làm_gì",17,Không ủng hộ
395,chợt nhận ra ông này dg được đưa lên để che vụ 8 quả bom,16,Không liên quan
396,"Đúng chuẩn "" Ngọt_ngào đến mấy cũng tan thành mây """,12,Trung lập
397,nhiều chuyện trong nước là đã quá đủ mệt rồi bây_giờ còn lôi chuyện nước_ngoài về nữa chai,20,Không liên quan
398,"Bạn gái cũ + không trả nợ dùm cái sai hà ? Ai nổi_tiếng yêu mà không dấu . Yêu cũng sai , chia_tay cũng sai ? Ai rộng_rãi với người_yêu cũ quá thì vô_lo dùm vụ này đi chứ đừng đỗ lên anh Kim_soo hyun dùm . Sợ mấy cha mấy má quá đi",63,Ủng hộ
399,đủ wow chua,4,Trung lập
400,Hết cứu rồi . Khỏi cần nói .,10,Không ủng hộ
401,Chưa đủ wow,4,Không liên quan
402,Khoan … toii chưa hít đủ drama hãy tung hết 1 lần đi toii đang thở được,20,Trung lập
403,Hàn_quốc đưa Sohuyn đánh lạc hướng dư_luận tránh vụ thả bom nhà dân à,18,Không liên quan
404,Đrr . Tao sắp tắt hết ngọn nến hy_vọng rồi á,13,Không liên quan
405,Chất_liệu bạn trai,4,Không ủng hộ
406,"Thôi , chỉ có chúa cứu được anh tao thôi , Jack cũng hết cứu nổi",19,Không ủng hộ
407,Đợi bằng_chứng của anh để quyết_định tính_mạng của poster,12,Trung lập
408,Giờ chính_phủ n đang đẩy dư_luận lên cao . Ông làm gì có cơ_hội mà lên_tiếng . Ngồi chờ đi,24,Trung lập
409,Đúng lên_tiếng điii,5,Ủng hộ
410,anh nên học_hỏi chị Han_So_Hee của êm,10,Không ủng hộ
411,"Tao không cần bằng_chứng ảnh vô_tội hay có tội nữa , chứ tao cần là Kim_soo hyun lên_tiếng",23,Ủng hộ
412,Thứ tao cần là 196 tấm ảnh còn lại,9,Không liên quan
413,Phải từ_từ đủ chứng_cứ anh mới lên_tiếng chứ,11,Trung lập
414,giải_cứu hay giải_nghệ,5,Trung lập
415,Chắc ảnh sốc quá c.âm tạm_thời rồi,9,Trung lập
416,"Giàu là phải cho người_yêu cũ vay tiền nha , mà vay là phải cho luôn hoặc cho trả dần nha , gửi mấy đứa đang có người_yêu thì xin vía để chúng_nó cho người_yêu cũ vay tiền",42,Không liên quan
417,hồi đồn đồn hẹn họ tui thấy họ mặt phụ thê ghê á bây,14,Trung lập
418,"Tin_tưởng nhưng không có nghĩa là không nghi_ngờ , lên_tiếng đi oppa",16,Trung lập
419,Đợi đi má có ngày rồi sẽ bình_thường tất_cả sự_thật,13,Trung lập
420,"Thôi mấy bạn ơi , dù đúng dù sai miễn bạn đẹp zaii là được fan girl tin hết",22,Ủng hộ
421,Ủa nhớ lên phủ_nhận tin_đồn hẹn_hò nhanh lắm mà giờ im vậy,16,Không ủng hộ
422,+1 Sơn_Tùng mtp,6,Không liên quan
423,tao cần = chứng có sức_mạnh mang tính pháp_luật,11,Không liên quan
424,Tao_Vừa xem Tin nhắn của kimsooHyun với kimsare ron dịch sang tiếng việt bên,20,Trung lập
425,trước có chuyện gì lên_tiếng lẹ lắm,8,Không ủng hộ
426,kèo này hơn cả vụ Han_So_Hee rồi,9,Trung lập
427,Đã dính phốt rồi còn đứa cái ảnh đi nhập_ngũ nữa trời_ơi,14,Không ủng hộ
428,giờ không lên_tiếng tao cũng tin luôn rồi tung quá_trời,12,Không ủng hộ
429,Thôi rồi không ai cứu được rồi,7,Không ủng hộ
430,ủa nhớ lúc phủ_nhận nhanh lắm mà ta sao giờ mất_tiêu rồi,14,Không ủng hộ
431,Vụ này dìm vụ thả nhầm bom à,8,Trung lập
432,"Hấp_hối tới nơi , lên_tiếng kiểu gìiiiiiii",16,Không ủng hộ
433,ông này mà không lên_tiếng là hiểu rồi đó :,11,Không ủng hộ
434,"Còn yêu gửi thư , hết yêu gửi giấy nợ",10,Không ủng hộ
435,Hôm_qua phủ_nhận các thứ kinh lắm mà nhit,11,Không ủng hộ
436,kiện nữa đi_anh,4,Ủng hộ
437,Hắt_xì cũng được cho fan của anh biết anh ổn,12,Không liên quan
438,Trả lại thiên_thần kim sae ron cho tôi được không,12,Không liên quan
439,thoi thứ tôi cần là 196 tấm ảnh nữa đủ nổ hủ luôn,13,Không liên quan
440,lướt từ lúc mới bùng_nổ drama đến giờ thấy bài nào là đau tim lúc đó trời_ơi cíu tao cíu tao,25,Trung lập
441,chí_mạng rồi Kim_soo hyun,6,Không ủng hộ
442,Đã đủ Wow rồi,5,Không liên quan
443,lên_tiếng đi má,4,Trung lập
444,không ai cần . Tao_CẦN tao muốn xem hết,11,Không liên quan
445,sự im_lặng của bầy cừu,6,Trung lập
446,Tại_sao phải lên_tiếng,5,Trung lập
447,"Đúng vậy đã đủ wow rồi , kết_thúc diii",12,Trung lập
448,Drama từ_thiện được cứu rồi,7,Không liên quan
449,Giờ chỉ im_lặng giải_nghệ cũng im_lặng không nên nói_gì,13,Không ủng hộ
450,"hết cíu rồi , sao mà cíu được",12,Không ủng hộ
451,sô huyn hãy lên_tiếng đi,7,Trung lập
452,im_lặng giống Jack vaii,6,Không liên quan
453,lần này không ai cứu được cụ giáo rồi,9,Không ủng hộ
454,lên_tiếng nhanh lên để tao còn đi ôn thi giữa kì nữa,13,Không liên quan
455,chắc ảnh trú_ẩn 1 thời_gian rồi quay lại,10,Trung lập
456,Giờ xem anh còn phủ_nhận nữa không !,10,Không ủng hộ
457,Đã đủ wow,4,Không liên quan
458,Ảnh đang niệm phật oy,5,Trung lập
459,Giải_nghệ rồi hết cứu,5,Không ủng hộ
460,Nói đại đi anh chứ giờ hết cứu rồi,9,Không ủng hộ
461,Giờ lên núi ẩn nữa năm kịp Không,8,Không liên quan
462,Anh ơi cố lên,4,Ủng hộ
463,đính_chính điiii trời oi,6,Trung lập
464,Tim trúng số độc_đắc … hạnh_phúc,9,Không liên quan
465,Lấy lại công_bằng cho chị ấy,7,Không ủng hộ
466,lên_tiếng đi Kim_Soo_Hyun,6,Trung lập
467,Sơn_Tùng_Hàn quốc,4,Không liên quan
468,Lên_tiếng đi anh ơiiii,7,Trung lập
469,Giải_nghệ luôn :,6,Không ủng hộ
470,Giống jack vậy,3,Không liên quan
471,Hông á,3,Không liên quan
472,đã đủ wow,4,Trung lập
473,mjk thấy anh không sai chia_tay nợ tiền thì đòi là đúng tại_sao chú won bin muốn giúp không cho lại cứ nhất_quyết mọi người lấy tiền người_yêu cũ trong khi mjk trả không nổi số tiền đó,44,Ủng hộ
474,Đủ wow rồi,4,Trung lập
475,Cái tui quan_tâm là sao họ lại chia_tay ? Yêu nhau 6 năm với thấy ông này cũng thật lòng với bé này mà . Có_khi nào còn uẩn_khúc gì nên ổng mới thành_ra ghét rồi đòi nợ không .,46,Trung lập
476,hồi trước tao dô nói ảnh photoshop thôi fan ảnh chửi tuột huyết_áp,15,Không ủng hộ
477,"Anh cần có thời_gian soạn_thảo văn_bản mấy đứa ơi , chứ nói này nói kia không hợp logic là anh giải ghệ seo . Mà qua giờ phía công_ty anh càng nói càng sai không à .",43,Không ủng hộ
478,lỗi là do không cho người_yêu cũ tiền dù chia_tay 4n,14,Không ủng hộ
479,"wow wow wow wow wow wow wow wow , kiểu này thì ảnh sắp mất sự_nghiệp rồi",26,Không ủng hộ
480,Chắc đúng rồi không dám lên_tiếng sợ fen quay lưng chứ mà nói sai kiểu gì chả lên_tiếng,20,Trung lập
481,giờ có nước ổng khai bản_thân là bot thì may_ra cứu được,14,Không ủng hộ
482,"dự_đoán : yêu nhau là thật , nhưng đòi tiền thì Công_ty , hay do quản_lý chứ ảnh không có biết",26,Trung lập
483,uối tài_sản của ổng giải_nghệ bây_giờ cũng đủ ăn cả đời,14,Không liên quan
484,sai của anh là phủ_nhận tin hẹn_hò thôi . còn chia_tay rồi thì thôi mà .,19,Trung lập
485,cho hỏi nhạc nền trong clip này là ji ạ,10,Không liên quan
486,J97 đã có đối_thủ,6,Không liên quan
487,lại chơi bài giống tùng núi à :,8,Không ủng hộ
488,Vn đẹp zai thế_này các em tha_thứ hết nên thấy các em bênh quá rất tiếc anh đây không hiểu tiếng việt,25,Không liên quan
489,Lặn thật sâu vào … giờ chẳng ai bênh nổi anh rồi ! Nghỉ hưu luôn thôi .,22,Không ủng hộ
490,theo luật thì 13 tuổi đến năm 2020 mới lên 16 tuổi,12,Trung lập
491,Tốt nhất nếu nv thù anh chỉ cần nói là anh không giúp_đỡ được yêu nhau là thật bên nhau 6 năm là thật . Nhưng không thuận tuện giúp_đỡ . Rk thôi,39,Trung lập
492,Không biêt có lỗi gì nên là im_lặng,9,Trung lập
493,"Chưa hết chưa hết nha , giờ có_tin Hyun_Wook ngồi ở ghế phụ trên xe Sae_Ron nữa",21,Không liên quan
494,Thư_tay viết giả được mà ảnh có mấy cái cứ giống giống nhau đừng quên AI cũng làm được . Chưa đủ để woa,26,Trung lập
495,Ãnh mà không cất_tiếng là cất luôn sự_nghiệp,11,Không ủng hộ
496,Như idol nào đó ở Việt_Nam sẽ im_lặng nhé =,12,Không liên quan
497,ê nảy có ai xem live không tóm_tắt cho tao ngje nghe với chứ nảy tao dô cứ như vịt nghe sấm ấy,26,Trung lập
498,Nhưng_mà sao tui thắc_mắc là . Mất hồi tháng 2 mà nay mới nổi rần_rần nhỉ,20,Trung lập
499,Chính_trị ổn là nó lên_tiếng à,8,Không liên quan
500,yêu nhau không sai mắc gì chối bây_bẩy còn đòi kiện người tung tin_đồn,16,Không ủng hộ
501,"không lên_tiếng thì mỗi ngày đăng một ảnh lên , 200 tấm ảnh cơ_mà",17,Không ủng hộ
502,trước là người ta nói ảnh 1 là ảnh nói 10 giờ sao ảnh im vậy ta,17,Trung lập
503,đang soạn kịch_bản ... từ_từ đã,9,Trung lập
504,Chờ vụ tên_lửa lắng xuống thì sẽ lên_tiếng :,11,Trung lập
505,Cứ bình tỉnh . Đâu còn có đó .,9,Trung lập
506,Kim_soo hyun ơi em wow 8 tỉ lần,10,Ủng hộ
507,ổg đang đi tìm Trịnh_Sảng rồi,8,Không ủng hộ
508,lên_tiếng rồi,3,Trung lập
509,1 Kim_soo hyun = 700 triệu krw,10,Không ủng hộ
510,đang i bê luật_sư cấp cao nhé,8,Không liên quan
511,Chắc đang thở oxi,4,Không liên quan
512,mong anh ta lên_tiếng và nói sự_thật,9,Trung lập
513,Pha huỷ đi vào lòng đất,6,Không ủng hộ
514,chuyến này Kim_Soo_Hyun sẽ đoàn_tụ với Kim sae ron,13,Trung lập
515,giờ lên_tiếng mình là bot mới cứu được,9,Không ủng hộ
516,ảnh sắp giải_nghệ á,5,Trung lập
517,chắc thở oxi rồi,4,Không liên quan
518,Còn 196 tấm ảnh nữa,5,Không liên quan
519,"Tính ra bé Kim sae ron thương ông này dã_man , lúc trước ông này phủ_nhận tin_đồn vì bức ảnh . Bé này trải qua nhiều chuyện bị dìm như_vậy . Bé có nhiều bằng_chứng như_vậy , nhưng vẫn giữ im_lặng để bảo_vệ ông này .",56,Ủng hộ
520,hãy im_lặng như J97,6,Trung lập
521,đúng ý tao,3,Không liên quan
522,"Trời_ơi người sống thì dễ giải_quyết rồi , lên_tiếng cái là mọi chuyện sáng_tỏ . Trước đó bên Sae_Ron cũng chẳng được mấy_ai thực_sự quan_tâm kể_cả gia_đình , công_ty ... vậy nên bả mới tự_sát . Sự_thật sẽ rất khó để xác_định",60,Trung lập
523,Cụ tổ 3 đời_sống lại cũng không dám ngoi lên,11,Không ủng hộ
524,hết coi phim anh dong luôn bùn ghê,8,Không liên quan
525,"Phải im_lặng , vì lên_tiếng như_thế_nào đi_nữa thì cộng_đồng mạng muốn dìm thì vẫn dìm thôi",23,Trung lập
526,Tui tối cổ quá . Giờ mới xem . Hóng nha . Sự_việc tới đâu rồi mấy bà,20,Trung lập
527,tại bên kia vẫn khẳng địk là Không_Hẹn_Hò .. nên mọi việc mới dần rùm ben lên thêm,22,Trung lập
528,Thực_ra cứ im_lặng là chắc_chắn anh ta sẽ thắng . Cuối năm đóng một bộ phim rũ sạch bụi là ổn thôi mà . Hãy học người_yêu cũ của Hyeri anh ơi,37,Trung lập
529,"ý là sao chia_tay rồi mà tuyệt_tình với người_yêu cũ quá vậy , tính ra nếu không dồn bả vào đường cùng thì cũng đâu đến nước phải tự_sát",34,Không ủng hộ
530,Tội_nghiệp cô bé,4,Không ủng hộ
531,Fan kêu chia_tay rồi nên anh không thừa_nhận là đúng anh người nổi_tiếng không_thể thừa_nhận với người dính bê_bối đúng anh có_thể không thừa_nhận nhưng sao anh không im_lặng mà_lại lên báo chối lia_lịa khẳng_định không quen,50,Không ủng hộ
532,Rồi cẩn_thận anh trầm_cảm rồi tự_sát ...,11,Trung lập
533,"tán tận lương_tâm quá Kim_Soo_Hyun ơi , ngô diệc phàm ít_nhất còn không dí ai tới đường cùng như anh đâu",26,Không ủng hộ
534,dù chia_tay là người_yêu cũ thì cho con_người ta 1 đường sống đi.cho nhỏ làm trả nợ tutu này ép nhỏ đường cùng,29,Không ủng hộ
535,Ảnh làm quả drama chấn_động tam_giới thiệc chứ,11,Trung lập
536,Tung hết 200 ảnh đi ạ,6,Trung lập
537,chỉ cần tung full ảnh xét_nghiệm Kim_soo hyun bị liêt dương bẩm_sinh thì sẽ thoát thôi,20,Không liên quan
538,Tao khoái kiểu vờn cho nó kiệt_quệ tinh_thần như này hơn là 1phát hạ nó ngay,19,Không ủng hộ
539,Tha cho người ta đi,5,Trung lập
540,"cho nó về_vườn đi , thiếu_gì người",9,Không ủng hộ
541,thế_giới giải_trí bên Hàn rất lắm yêu_đương là tự_do mà khi vô làm người nổi_tiếng như_vậy thì tui làm dân_thường cho khoẻ yêu công_khai mà fan không chịu là chìa tay giống như vụ chàng ca_sĩ đã tự_tử thật buồn cho những người chọn con đường nghệ_thuật,60,Trung lập
542,"Ê hay bắt_chước nghệ_sĩ Việt ý , nhập_viện truyền nước_biển kiểu bị áp_lực quá ý",20,Không liên quan
543,bằng_chứng nhiều quá lên anh không dám lên_tiếng .... muốn để im cho_qua chuyển,17,Không ủng hộ
544,ê sao không nintho lun cũng được,9,Không liên quan
545,"người trong cuộc mới hiểu rõ được chuyện này xảy ra như thế_này , có uẩn_khúc hay không . Người ngoài cuộc không hiểu rõ vđ bịa_đặt , đồn này đồn kia bây_giờ chị đã mất nên hãy chờ anh lên_tiếng về vđ này",52,Trung lập
546,"Theo tao thì anh nên im_lặng , anh đợi youtube tố cho sạch_sẽ đi rồi anh lên_tiếng . Anh lên_tiếng giờ thì nó lại vặn tiếp . Em muốn kết_thúc drama này đừng kéo_dài nữa . Em còn hóng drama khác nữa .",50,Trung lập
547,Giải_nghệ là vừa chứ tài_sản Kim_Soo_Hyun đến đời sau không hết,15,Không ủng hộ
548,Còn tao thấy bố mẹ_con này không quan_tâm tới nó vì khi thấy con mình ít tuổi mà yêu_đương không ngan cấm hoặc khuyên_bảo đi nó lợ sao bốm mẹ không đứng ra lo đi bắt người_yêu cũ phải có tình_có nghĩa bố_mẹ nó là gì mà không lo,58,Không ủng hộ
549,Tao thấy ông này không sai nhé yêu nhau thì cả đồng_tình chia_tay vì hết yêu bình_thường còn lợ vay thì phải trả ông kia đâu có nghĩa_vụ phải trả hộ hay gì cho bà này,41,Ủng hộ
550,Nó nín là nó im đấy,6,Không liên quan
551,Chạy mất dep rồi,4,Không ủng hộ
552,Anh bị câm,3,Không liên quan
553,"tính ra lúc đó họ mà công_khai thì nói tìh yêu đích_thực là đây giờ con_bé chết thì lôi ô vô_tâm , đúng là miệng thiên_hạ nói sao cũng được",36,Không ủng hộ
554,Hến vương version 2025_anh,5,Không liên quan
555,Riêng quả leak số điện_thoại cho phóng_viên để tăng công_kích thôi đã thấy thằng này sinh_viên rồi mà nhiều đứa vẫn bênh : nể,29,Không ủng hộ
556,em ấy yêu anh bằng cả tính_mạng . chuyện tâm_linh không đùa được đâu . em ấy sẽ theo anh và khiến anh điên_đảo nữa cơ .,30,Không ủng hộ
557,Cho sập luôn,3,Không ủng hộ
558,"ảnh bị rút ổng thở rồi , sao màu lên tiếnggg",15,Không ủng hộ
559,Ho đi oppa ơi,5,Ủng hộ
560,"đặc_điểm của hến vương : gia_trưởng , ái kỉ , thao_túng tâm_lý",18,Không ủng hộ
561,và sẽ có thêm 1 nghệ_sĩ phải tự_sát nữa thì mới hết chuyện,15,Không ủng hộ
562,tao cần nha chưa đủ wow để tao phải cào chửi Kim_Soo Hyun=,16,Trung lập
563,Lên_tiếng gì nữa nói trúng tim_đen rồi,9,Không ủng hộ
564,"Tui tin là anh ta sẽ im_lặng , chờ ngày anh ta phải trả_giá vì quá tàn_nhẫn với cô ấy . Nếu có kiếp sau mong cô ấy yêu đúng người .",35,Không ủng hộ
565,Giải_nghệ lẹ đi hihi,6,Không ủng hộ
