ID,Comment Text,Token Count
774,Đến xem đây.,4
775,Goyoungwook: Lắc đầu ngao ngán.,12
776,Mỗi năm ở riêng Trung Quốc đã là 90 tỷ...<br>Vậy mà với người yêu lâu năm lại chỉ có 700 triệu...<br>Chà... đúng là đồ rác rưởi...,41
777,"Sau khi Kim Sae Ron qua đời, tôi thấy cạn lời khi những người bình luận ác ý vẫn tiếp tục công kích gia đình cô ấy ngay cả trong thời gian tang lễ...<br>Có thể có thế lực đứng sau những người bình luận ác ý đó. Cần phải làm rõ thế lực đứng sau những người bình luận ác ý đó. <br>Nếu sự thật về cái chết của Kim Sae Ron không được làm sáng tỏ, gia đình cô ấy có lẽ đã tiếp tục phải chịu đựng những bình luận ác ý.",110
778,Nghe không hiểu gì hết.,7
779,Hãy dịch bài viết mà tôi đã viết.,9
780,Đúng là ác ôn mà.,6
781,"Lợi dụng cảm xúc của người khác là tội ác. Sao có thể như vậy, sao có thể...",22
782,"Chắc là muốn trả thù đến mức nào thì mới đến sinh nhật người yêu cũ chứ... Thật sự là có nỗi hận trong lòng rồi, thấy thương quá đi...",35
783,"Được thôi, cứ cho là không hẹn hò đi.<br>Nhưng mà người bình thường ấy,<br>Khi thấy người khác nhắn tin tha thiết, khẩn khoản như vậy thì không ai bơ tin nhắn cả.<br>Dù không phải là yêu đương gì thì chỉ riêng việc bơ tin nhắn thôi cũng thấy không ổn rồi.<br>Không phải người yêu thì thôi đi, nhưng quan hệ đồng nghiệp cùng công ty, dù từ chối thì cũng phải trả lời chứ, đó chẳng phải là đạo lý cơ bản của một con người sao.",117
784,"Su Hyun à, em cũng thử hỏi xem có phải bồi thường hợp đồng không đi nhé",18
785,"Ha... 16 tuổi thì đúng là trẻ con, chắc hẳn Kim Soo Hyun là tình yêu đích thực của Kim Sae Ron rồi. Yêu nhau tận 6 năm cơ mà... Người trưởng thành mà chia tay người yêu 6 năm còn phát điên lên ấy chứ, đằng này một đứa trẻ con chẳng biết gì lại phải chia tay, đã thế còn gánh trên lưng đống nợ lớn như vậy, dù bảo là do bản thân gây ra thì cũng phải để cho người ta sống chứ. Nếu như gửi thông báo pháp lý chỉ là thủ tục thôi thì đáng lẽ phải liên lạc trước, bảo người ta trả từ từ chứ. Ngoài cái vụ ấu dâm ra thì nợ nần là do Kim Sae Ron tự gánh, nhưng mà con người tàn nhẫn quá.",155
786,Nếu điều này là thật thì đáng sợ thật đấy.,11
787,"Dù gì thì dù, lẽ ra anh nên đến đám tang chứ.",14
788,"Tôi có thêm ảnh hôn nhau nữa, gửi cho bạn ở đâu được nhỉ? Bên truyền thông Trung Quốc tung thêm rồi đó.",28
789,Nếu chuyện này là thật thì Kim Soo Hyun sẽ bị trời phạt.,14
790,Tôi cảm động đến phát khóc mất.,9
791,"Trả tiền là đúng, nhưng có thể nhận lại từ từ thôi mà....",16
792,Thật đáng tiếc khi những kẻ ác nhân cướp chồng của bà Shim Madan Choi Jin-sil và khiến nhiều người phải chết lại sống tốt như vậy.,31
793,Nó không phải là người.,6
794,"Mấy cái ảnh của Lee Mi-seon, Jeong Jeong-mi, Jeong Gye-seon, Moon Hyeong-bae bị ngược buồn cười quá.",32
795,Nói gì vậy?,5
796,Nếu dính vào Gaseyeon một lần là coi như xong đời.,14
797,"Haizzz..... Xem lại mới thấy, cái tin nhắn kia thật sự là muốn sống mà gửi Nhưng mà, ngoài cái tranh cãi ấu dâm của Kim Soo Hyun ra, cái việc cho vay 700 triệu won liên quan đến nợ nần thì đúng là xử sự lạnh lùng và quá đáng thật, nhưng mà tiền thì vẫn phải trả thôi Đứa bé đáng thương thật sự",75
798,"Đáng lẽ phải đưa ra thông báo và ảnh từ trước rồi chứ..., chịu đựng vì yêu à..., hay là không thể vì bị thao túng tinh thần...? Bố mẹ cũng biết con gái vị thành niên yêu đương với chú đại diện công ty mà không bảo vệ con gì cả... Rốt cuộc là cái gì vậy..., bị chửi bới thậm tệ như thế..., phải làm sao đây..., thấy thương quá...",90
799,Ôi trời ơi.,4
800,"Chỉ cần nhìn dòng tin nhắn thôi mà lòng tôi đã quặn thắt rồi Đâu phải người xa lạ gì, còn cầu xin cứu giúp nữa chứ... Sao đám tang lại không đi vậy? Không thể hiểu nổi... Mong sự thật được phơi bày",51
801,"Xong rồi, Soo Hyun à.",9
802,Sao lũ dính dáng tới tiền Trung Quốc lại thế nhỉ...? <br>Bán nước không phải tự nhiên mà thành bán nước đâu..<br>Mấy đứa như này đúng là lũ bán nước rồi,43
803,"Haizz. Dù sao thì chắc là đã yêu Kim Soo Hyun thật lòng... <br>Lúc bị chửi vì đăng ảnh chụp chung hồi đó, đáng lẽ ra có thể vì tức giận mà đăng ảnh hôn má với kiểu ""cùng nhau chết đi"", nhưng mà lại không làm vậy. Nghe ""không muốn phá hỏng"" mà thấy thương ghê... Bảo là ""không có quan hệ gì, chỉ là đàn em thân thiết cùng công ty"" nên lúc không đi viếng tang lễ thấy lạ, cái tâm tư chưa kịp công khai trước khi chết đó nghe buồn thật.",118
804,Ôi trời...,5
805,Không phải là ấu dâm à? Vãi cả lồn.,12
806,"Đúng là Kang, Se, Yeon hiểu rõ về chiến trường này, cục diện thay đổi rồi Tuyệt vời",22
807,Thật sự là Lee Jin-ho và Kim Soo-hyun đã đẩy cô ấy đến bờ vực thẳm. Việc Kim Soo-hyun không đến viếng tang lễ đúng là không ra gì.,37
808,Tôi tù mò không biết cái kết của một người có tài sản nghìn tỷ won lại đi hủy hoại cuộc đời một cô gái sẽ ra sao. Chắc chắn sẽ có báo ứng! Nếu không bị bắt giữ và xử lý theo pháp luật thì sẽ còn điều tồi tệ hơn đang chờ đợi hắn ta.,63
809,"Chắc rồi, cái kết của việc tự mình hủy hoại bản thân...<br>Có lẽ chỉ còn lại khoản tiền phạt hợp đồng quảng cáo khổng lồ",38
810,"Đừng để Hyung-bae phải khổ sở ở Tòa án Hiến pháp, cứ vui vẻ chơi ở phòng chat thứ n đi.",28
811,Lần này tôi ủng hộ Kênh Garo Sero thôi đấy.,13
812,"Đúng là không phải con người. Đến người khác tôi còn không thể lạnh lùng như vậy. Người yêu cũ đã hẹn hò mấy năm trời tha thiết nhờ vả mà lại cắt đứt liên lạc, lên TV thì giả vờ ngượng ngùng làm người tốt, ghê tởm. Từ nay về sau tôi sẽ không xem bất cứ thứ gì có mặt anh nữa. Chúc anh những năm cuối đời thảm hại. Xin cầu nguyện cho Kim Sae Ron. Xin lỗi vì đã từng hiểu lầm em.",100
813,Chúng tôi cần sub tiếng Anh làm ơn,8
814,Bắt đầu đưa tin về Kim Soo-hyun,9
815,Tôi ủng hộ Gaseyeon,6
816,"Cho mình xin phụ đề tiếng Tây Ban Nha với, mình không hiểu gì cả.",18
817,Đọc nó bằng cách dịch bài viết của tôi sang tiếng Tây Ban Nha.,15
818,Thật sự là...,4
819,Xin gửi lời chia buồn sâu sắc nhất đến diễn viên Kim Sae-ron.,16
820,Nghe nói Trung Quốc đã bắt đầu chiến tranh sinh hóa rồi thì phải... Nghe nói tốt nhất là không nên đi du lịch Trung Quốc...,32
821,파랭님 biết về Google Korea nên thường xuyên 댓글 để giải quyết 파랭이님 유틉 ! 가로세로 화이팅 !!,31
822,Đây là vụ bê bối gây sốc nhất trong số những vụ tai tiếng mà người nổi tiếng vướng phải trong đời tôi. Cô ấy còn là trẻ vị thành niên mà... Anh đã đến vào đúng ngày sinh nhật của cô ấy... Sao anh có thể làm như vậy chứ...,56
823,"Ừ, 700 triệu won... Dù là người kiếm được nhiều tiền thì đó cũng là một khoản lớn... Có thể đòi trả lại được chứ. Kim Sae Ron cũng đã nói là sẽ trả mà. Nhưng Kim Soo Hyun đâu phải không có số tiền đó thì sẽ chết đâu, anh ấy có nhiều tiền mà. Kim Sae Ron mà đến mức kiện tụng thì có vẻ như sẽ chết thật, làm cùng ngành thì phải biết chứ. Giả sử có vay rồi mấy năm không trả nên gửi thông báo yêu cầu thanh toán đi chăng nữa. Bản thân Kim Soo Hyun cũng sẽ có điều muốn nói. Vậy thì lúc Kim Sae Ron gửi tin nhắn, nói chuyện rồi tìm một điểm chung thì tốt hơn không phải sao.",152
824,Thật đáng tiếc cho cô ấy.,7
825,Đã đồng ý kiến nghị quốc hội trừng phạt Lee Jin-ho.,13
826,Thương cho Sae Ron đã âm thầm chịu đựng một mình rồi rời đi phải làm sao đây.,20
827,Kim Soo Hyun nhiều tiền như vậy lại đi bám lấy Kim Sae Ron à? Đúng là đồ rác rưởi.,24
828,Linuwi á? Thương hiệu vô danh... Có phải thương hiệu Trung Quốc không.,19
829,Tôi đã loại Kim Soo Hyun từ khi mấy bộ phim ca ngợi gián điệp Bắc Triều Tiên xuất hiện rồi...,24
830,"Đang quay phim nhái phim truyền hình khác thì phải làm sao đây...;; Không ngờ lại kiếm được tận 90 tỷ won ở Trung Quốc, quảng cáo ở Hàn cũng nhiều nữa chứ.",40
831,Thật sự quá đau lòng<br>Tôi là fan của Kim Soo Hyun nhưng quá thất vọng..<br>Kim Sae Ron thật đáng thương và tội nghiệp<br>Nhất định phải tìm lại danh dự cho cô ấy,49
832,Không Young-wook: Lắc đầu ngao ngán,9
833,Thằng quỷ Satan.,4
834,"Đã là con người thì phải đến đám tang chứ. Kim Soo Hyun, anh có phải là con người không?",24
835,Kim Sae Ron vị thành niên bị chú Kim Soo Hyun dẫn đi chơi rồi vứt bỏ à?,20
836,"Nhưng mà buồn cười thật, không biết có phải vì 700 triệu won mà không muốn trả nên mới ra nông nỗi này không... Vậy lúc còn hẹn hò sao không tính toán chi li ra?",41
837,"Kim Soo Hyun, đến nước này rồi mà vẫn là vô căn cứ sao?",16
838,"Lúc Kim Sae Ron gây tai nạn lái xe khi say rượu thì mọi người buông lời ác ý, đến khi chết rồi lại giả bộ thương xót, thật là đạo đức giả đáng tởm. Mong rằng sẽ bị trời phạt.",48
839,Thằng này hết thời rồi.,7
840,Mấy vạn người xem mà kiếm được có 400 nghìn won buồn cười vãi =,15
841,Nhân tướng học là khoa học.,7
842,"Nhìn ảnh thì đúng là không thể chối cãi rồi, nhưng mà cái kiểu đụng chạm trẻ vị thành niên này ghê tởm thật sự.",30
843,Tại sao các hãng truyền thông lớn không đưa tin về vấn đề này?,15
844,"Có vẻ như cố tình chết vào ngày sinh nhật Kim Soo Hyun, nhưng người liên quan thì chẳng quan tâm sống chết, không dự tang lễ, lại đi dự tiệc. Bạn trai 6 năm từ khi còn là vị thành niên chắc hẳn là cả thế giới, vậy mà lại vứt bỏ như vậy sao.",64
845,"Su-me-na, tôi đã thấy Yoo Seung-jun Steve Yoo từ bạn. Tôi đã nghĩ rằng có gì đó kỳ lạ khi thấy bạn gượng gạo trong các cuộc phỏng vấn hay chương trình giải trí, và rồi chuyện này lại xảy ra... Nếu bạn tổ chức họp báo và nói ra sự thật, bạn có thể sống sót. Nhưng... việc trốn sau lưng và để luật sư đối phó pháp lý có nghĩa là bạn đang thừa nhận mọi chuyện đấy...",95
846,Đúng là thằng đáng sợ.,6
847,"Với lượt xem thế này thì chắc hẳn doanh thu cũng kha khá, sao cứ khóa kiếm tiền hoài vậy? YouTube hãy giúp đỡ những hoàn cảnh đáng thương, gỡ bỏ lệnh đình chỉ để Kaseyeon còn làm ăn nữa chứ.",50
848,"Có vẻ Kim Soo Hyun là người thuộc cánh tả. Hẳn là loại tả khuynh thân Triều Tiên, chỉ biết bú cu của Moon Jae-in.",30
849,"Saeron à... Sao đến khi em không còn nữa thì mọi chuyện mới được phơi bày thế này. Lúc nhỏ xem phim em đóng, chị thấy cưng em lắm luôn ấy. Đáng yêu cực kỳ, từ thiếu nữ đến khi trưởng thành, em còn trở thành một nữ diễn viên xinh đẹp nữa. Mong là công lý sẽ đến với em nhé, cô bé xinh đẹp.",79
850,"Dù mọi người không tin, chỉ cần nghe lời dì của Kim Sae Ron thôi là tôi đã quá thất vọng về Kim Soo Hyun rồi... Tôi đã thích Good Day lắm đó.........",40
851,"Trời ơi Con người thật quá đáng. Một đứa trẻ xinh đẹp, còn trẻ và hoàn toàn có thể sống được, đâu phải người không có tiền, nhất thiết phải làm vậy sao? Kim Soo-hyun thật sự quá thất vọng, cậu cũng nhất định sẽ thất bại thôi.",60
852,"Cái con thú đó trong Good Day của Gia đình thì cười mắt tít cả lên, ra vẻ hiền lành ôn nhu lắm cơ. Thế mà lại là cái thằng giết người còn đi bao nuôi gái. Ghê tởm thật. Kinh hoàng.",51
853,"Việc hẹn hò với trẻ vị thành niên sớm muộn gì cũng sẽ bị lộ, nên đã dùng vụ kiện 700 triệu won để làm cô bé hiền lành suy sụp tinh thần, đẩy vào chỗ chết.<br>Sae Ron đã bảo vệ mối tình đầu đến cùng và chọn cái chết.<br>Thật đáng thương và đau lòng.<br>Nếu không gặp phải loại người như thế thì đã là một diễn viên tài năng thành công vang dội rồi.<br>Đã phải khổ sở đến mức nào chứ.<br>Kim Soo Hyun đúng là ác quỷ.<br>Còn khoe quà sinh nhật nữa chứ.<br>Sae Ron à, em đã từng rất xinh đẹp và đáng yêu.<br>Em có đang nhìn từ trên trời xuống không?<br>Ở nơi đó đừng đau ốm nữa nhé.",176
854,"Đừng có phóng đại quá mức, hãy xem nội dung cho đúng đi... Không có vụ kiện 700 triệu won nào cả. Đó chỉ là thông báo chứng minh nội dung rằng bạn nợ 700 triệu won thôi... Nếu nói là chết vì mối tình đầu... Vậy chẳng lẽ những người yêu đầu mà gặp phải người không ra gì thì đều phải kiện người yêu đầu hết à?",79
855,Tối nay 7 giờ live nhé.,8
856,"Từ hình tượng ngây ngô thuần khiết tài năng, trong khoảnh khắc biến thành Satan.",18
857,Chắc chắn là sugar dating rồi.,10
858,Câu chuyện nào cũng đầy rẫy sự phản bội... Thật hỗn loạn...,16
859,Tôi đã học được rất nhiều điều. Tuyệt vời.,13
860,Xin đừng để tôi nhìn thấy cái đó trên TV.,11
861,Ối trời ơi Kim Soo Hyun làm thế thật á?? Thật không thể tin được,17
862,Cái này thì chắc chắn rồi. Nhưng mà tự nhiên bảo Won Bin đang yên đang lành phải trừng trị người khác thì cũng hơi hoang mang thật.,31
863,"Tôi là con gái nhưng tôi biết L’inoui. Họ đã tạo ra xu hướng ba lô và nó đã rất thịnh hành vào thời điểm đó. Có một cửa hàng L’inoui ở Lotte Seomyeon. Tôi vẫn nhớ vị trí. Nó ở ngay đối diện thang cuốn, và tôi có một chiếc túi ở nhà Tôi đã trả 700.000 800.000 won. Kwon Sang-woo và Jang Keun-suk đã quảng bá thương hiệu này rất nhiều. Đó là một chiếc ba lô có chất liệu da hơi giống da cá sấu với một túi lớn, và khá nhiều diễn viên nam đã mang nó. Nhưng tại sao tôi lại mua nó nhỉ",134
864,"Không, vị thành niên mà.",8
865,"Tôi thấy tiếc cho Sulli cũng tương tự. Những cô gái mong manh, yếu đuối và không giỏi nghi ngờ người khác, kiểu gì cũng bị những gã đàn ông ranh ma, tính toán giỏi phát hiện ra và bám lấy. Sulli hay Kim Sae Ron cũng vậy, chẳng những không được những gã đàn ông cáo già bảo vệ và yêu thương mà còn bị hút cạn mật ngọt, khiến cho sức mạnh cân bằng để giữ vững trung tâm và sống sót trên đời bị phá vỡ. Cứ thế, họ dần rơi xuống vực sâu và đưa ra những lựa chọn虚妄 hư vọng như vậy. Nếu họ gặp những chàng trai đồng trang lứa, cùng có trái tim tươi trẻ thì đã có thể yêu đương đẹp đẽ biết bao. Cần phải tạo ra một lớp bảo vệ trong xã hội, ngăn chặn những kẻ đã quá từng trải lảng vảng quanh những cô gái trẻ ngây thơ.",187
866,"""Sugar daddy - sugar baby à? Thật là buồn nôn.""",18
867,Sốc thật. Thế giới này. Mạt thế rồi.,13
868,"Thật đáng sợ, thế giới này...",8
869,Ảnh này không thấy trên tin tức nhỉ,8
870,Kim Soo Hyun giỏi thật.,6
871,"Thật đáng thương. Xin chia buồn sâu sắc, mong người đã khuất yên nghỉ. Xin gửi lời chia buồn đến gia quyến.",28
872,"Kim So-hyun à, thằng kia, trả lại Im Sae-ron đây! Cô ấy là diễn viên mà tao thích nhất đấy, thằng này!",34
873,Chà... án tù giam được xác nhận rồi kìa Để xem Kim Soo-hyun vào tù nhé Đáng đời.,22
874,Chắc chắn là dùng tiền đè bẹp rồi.,10
875,"Đang chán muốn chết đây, may mà gặp được mày.",13
876,Thông báo chứng nhận là một thủ tục trước khi kiện tụng. Sao lại có nhiều tin nhắn chưa xem đến vậy...,25
877,"Có vẻ như có gì đó giữa Lee Jin Ho, người tự xưng là ""Tổng thống giải trí"", và công ty quản lý của Kim Soo Hyun. Mỗi khi Kim Sae Ron định làm gì đó, Lee Jin Ho lại làm video ""bới lông tìm vết"", tạo ra một lượng lớn bình luận ác ý khiến cô ấy không thể làm gì được. Ngay cả hai tháng trước khi Sae Ron bắt đầu làm việc bán thời gian, anh ta cũng đăng một video ""bới lông tìm vết"" với tiêu đề ""Hành động rùng rợn"" để tạo ra làn sóng bình luận ác ý. Nhưng phóng viên giải trí như anh ta lại không hề đả động gì đến nội dung hot về Kim Soo Hyun như bây giờ? Đối với những nghệ sĩ mà anh ta quyết tâm hạ bệ thì thậm chí còn livestream khẩn cấp Anh ta nói rằng đã đăng video để giúp Sae Ron trở lại, nhưng tiêu đề lại là ""Hành động rùng rợn""... Thay vì hối hận, anh ta còn nói rằng cô ấy không nghe điện thoại...",226
878,"Thằng khốn nạn hèn hạ, độc ác, giả tạo ngây thơ làm tao ghê tởm.",20
879,"Việc gặp gỡ giữa người trưởng thành và trẻ vị thành niên dưới 16 tuổi không phải là bất hợp pháp. Tuy nhiên, nếu có hành vi quan hệ tình dục, bất kể có đồng thuận hay không, người lớn sẽ bị trừng phạt vì tội cưỡng hiếp trẻ vị thành niên theo luật định. Hình phạt cho tội cưỡng hiếp trẻ vị thành niên theo luật định là từ 3 năm tù trở lên. Người chết thì không nói được gì,... Chỉ nghĩ đến việc phải khăng khăng khẳng định đó không phải là Kim Soo-hyun thôi là đã thấy tức giận rồi.",122
880,Làm ơn hãy làm phụ đề tiếng Anh để những người không biết tiếng Hàn có thể hiểu được ạ,20
881,"""Su-hyun oppa, em là Saeron đây ạ. Em đã nhận được chứng nhận nội dung anh nói anh kiện em. Em đang chuẩn bị rất chăm chỉ cho sự trở lại của mình, và em sẽ trả anh ít nhất vài phần trăm từ tất cả các tác phẩm của em. Em không nói là em sẽ không trả anh. Nếu anh đòi em 700 triệu won ngay lúc này trong tình hình này, em thực sự không thể làm được. Không phải là em không làm, mà là em không thể làm được, anh thực sự phải làm vậy sao? Xin anh hãy cứu em. Em xin anh. Xin anh cho em chút thời gian ạ.""",139
882,Tôi đã có cái nhìn khác về Kim Soo Hyun...<br><br>Thật tiếc cho Saeron quá,23
883,"Chắc hẳn đã rất ấm ức khi bị chế giễu là tự tạo tin đồn hẹn hò, vậy mà đã hẹn hò tận 6 năm...",27
884,"Tuổi giữa 20 bây giờ vẫn còn là trẻ, mà nghe đau lòng quá. Quá tàn nhẫn với đứa trẻ 1516 tuổi.",26
885,Kim Soo Hyun sẽ giết con ác quỷ đáng nguyền rủa đó như thế nào đây?!,19
886,Tuyệt vời. Viện nghiên cứu Garo Sero nói như vậy sao? Tin tức đang rầm rộ cả lên. Về sau tôi cũng sẽ luôn ủng hộ việc thả tự do cho Tổng thống.,41
887,Vốn dĩ bọn ấu dâm hết hứng thú khi đứa trẻ thành người lớn mà.,16
888,Cảm ơn thầy/cô ạ.,8
889,"Wow, trước giờ tôi cứ nghĩ Gaseyeon là thứ đáng để tẩy chay, nhưng nhờ vụ này mà tôi đã thay đổi suy nghĩ... Dù người đã mất rồi, nhưng cảm ơn vì đã giải oan cho Kim Sae Ron.",52
890,Chị Suhyun sẽ trở thành kẻ ăn xin vì cái quỹ 위액금 đó cho coi. Đồ xấu xa ㅡㅡ,24
891,"Chắc hẳn là đã xây dựng hình ảnh rất tốt rồi, bằng chứng rành rành mà vẫn có cả đống người không tin.",27
892,Điên rồi.,5
893,Hắn ta quá kinh khủng...,8
894,"Kim Soo Hyun của Trung Quốc hay gì đó, Kim Soo Hyun biến đi!!!!",19
895,Rớt xuống địa ngục đúng là chỉ trong khoảnh khắc...,14
896,"Có bằng chứng thật sự hẹn hò không vậy? Không phải là móc mỉa gì đâu mà là do video dài quá xem hơi lười, nếu có bằng chứng thật thì nói cho mình biết với.",43
897,Có hết trong video rồi.,7
898,"Tìm Dispatch mà xem, tóm tắt thôi. Bên Kim Sae Ron bảo còn chứng cứ nữa nhưng Dispatch chỉ công bố 2 tấm thôi. Bên đó muốn Kim Soo Hyun thừa nhận và xin lỗi đó Dispatch cũng đang cố cắt đuôi, chắc chắn còn gì đó nữa nhỉ?",59
899,Lớp 3 ơi,3
900,Nếu mà tung ảnh hôn hồi cấp 2 ra thì có khi Kim 씨 đã chi ra tầm 700 triệu won rồi ấy chứ...,25
901,Đúng là như này còn gì Đúng là trình độ ấu dâm quốc gia Nếu là nước ngoài thì Kim Soo-hyun đã ở trong tù rồi.,30
902,Có vẻ như Gaseyeon sắp gặp chuyện lớn rồi... Bên phía Kim Soo Hyun nói sẽ có hành động pháp lý đấy.,28
903,Chà... Kim Soo Hyun là người như vậy sao.,11
904,"Ah, hôm qua đi ăn Shabu OOO về, chẹp chẹp.",17
905,"Ngay cả khi trẻ con thích đi chăng nữa thì với tư cách là người lớn cũng nên vạch rõ ranh giới. Hồi cấp 3, tôi thích một anh nhà thờ 32 tuổi, bám ảnh dữ lắm, nhưng anh ấy vạch rõ ranh giới và không đối xử với tôi hơn một người trong đạo nên tôi tự hiểu là không có gì và tự nhiên coi anh ấy như một thầy giáo ở nhà thờ.",84
906,Dispatch khui hết rồi nhé. Tạm biệt.,10
907,"Cái đéo gì thế này Lúc chửi Kim Sae Ron thì xát muối tận gốc, giờ lại bênh à Dispatch",24
908,Hãy cùng nhau kiến nghị đuổi Lee Jin Ho đi. Loại rác rưởi đó.,17
909,"Tôi làm nghề cầm đồ, răng vàng mà đem tới là tôi nhai hết đấy.",17
910,"Người trưởng thành với người 10 tuổi khác với trẻ vị thành niên với người 10 tuổi, người lớn cóCommon sense thường thức thì biết rõ điều đó mà. Bọn trẻ con thì biết cái gì... Vụ việc ghê tởm vãi.",51
911,Tạm biệt Kim Soo Hyun.,6
912,"Bài trừ thân Trung, thân Triều Tiên",9
913,Cái quái gì vậy?,6
914,"Chắc Kim Soo Hyun cũng chỉ nói những điều đúng đắn như đảng Dân chủ nên mới bị nổi đóa lên nhỉ, nhìn cái kiểu đòi kiện tụng là biết rồi.",36
915,"Suhyun à Khi nào thì kiện đâykkkk Bảo là oan ức lắm mà, nhanh nhanh nộp đơn kiện đi xem nào. Ui chà, lại còn lôi cả đứa trẻ 14 tuổi ra... Chắc giờ run bần bật vì sợ thành tội phạm ấu dâm hả",56
916,Chắc chắn một điều là Kim Se-ui là người trọng nghĩa hơn tiền bạc. Thật lòng.,20
917,Tôi xin tố cáo Kim Soo-hyun.,9
918,Rồi có ngày tôi cũng xem kênh Gaseyeon...,12
919,"Tôi phát điên lên vì tuổi của Sae-ron bằng tuổi đứa em út của tôi. Anh đang hẹn hò và chơi đùa với một đứa trẻ con à. Lúc đứa trẻ đó, người mà anh từng yêu, gặp khó khăn nhất, anh không thể thông cảm cho em ấy dù chỉ một chút thôi sao. Anh có hạnh phúc không khi em ấy kết thúc bằng cái chết. Đừng có bán nước kiếm tiền ở Trung Quốc, nghe nực cười thật đấy.",96
920,Phản đối luận tội! Bầu cử gian lận!,13
921,"Cho là hẹn hò đi, nhường nhịn nhau trăm lần cũng được... Nhưng mà đưa người ta về công ty quản lý của mình, bắt làm việc không lương... Còn hứa là sẽ giải quyết vụ tai nạn lái xe khi say xỉn... Sao giờ lại đột ngột gửi thông báo đòi nợ thế? Lúc đầu giải quyết thì phải nói rõ thời hạn trả nợ chứ... Sao lại dồn người ta đến chân tường vậy... Đã cùng nhau trải qua 6 năm trời, đến cuối cũng phải cư xử có lễ nghĩa chứ, hành động như kẻ thù không đội trời chung, đúng là ác quỷ...",127
922,"15 tuổi... haizzz, Soo-hyun à. Rốt cuộc sự thật là gì vậy?",23
923,"Tôi không biết những cái khác, nhưng<br>Người ủng hộ là Bergkamp bằng tiếng Hàn haha<br>Anh ấy là người Hà Lan haha",36
924,Lee Jin Ho vẫn chưa tỉnh táo lại kìa,9
925,"Nếu không có những kênh lớn như Kaseyeon, những kẻ liều lĩnh như chó săn, thì vụ này có lẽ đã bị chôn vùi trong im lặng theo sự ăn ý giữa công ty quản lý và phóng viên giải trí. Thật đáng sợ. Không bàn đến việc thích hay ghét Kaseyeon, tôi ủng hộ việc họ đào sâu vụ này.",75
926,"Su-hyeon chửi bố mình, rồi lại còn bẩn thỉu và xấu xa hơn cả bố mình, đúng là dòng máu không thể nói dối mà... Mong là vụ này sẽ được làm sáng tỏ triệt để và nếu Kim Su-hyeon có tội thì phải có biện pháp xử lý theo pháp luật.. Mong Viện Nghiên Cứu Garo Sero làm sáng tỏ triệt để vụ này.",80
927,"Nếu người yêu tôi, người mà tôi đã hẹn hò 6 năm, qua đời. Chắc chắn tôi sẽ không thể đến những bữa tiệc như thế này trong một thời gian.",36
928,"Nếu có nhân tính đến mức đó thì đã không làm chuyện như vậy rồi... Ngược lại, có lẽ hắn ta đã thấy nhẹ nhõm vì giờ đã chết nên không còn ai đứng ra tố cáo và mọi chuyện đã kết thúc.",50
929,Đồ đáng bị trời phạt.,6
930,15 tuổi vị thành niên mà... ha... còn là người không vậy.,15
931,"Xem tử vi của Kim Soo-hyun, người ta đã bảo phải cẩn thận lời ăn tiếng nói trong năm nay rồi mà, ai dè đâu Chắc là vì lòng tham cá nhân, không muốn bị hắt nước bẩn vào người nên mới không đi đám tang. Won Bin cũng đến và thành tâm thương tiếc mà 참 . .",67
932,"Hóa ra là có lý do không đi viếng. Wow, thật sự là quá sốc. Su Hyun à, dù có nhường nhịn đến 100 lần đi nữa, cũng không thể để người phụ nữ ra đi như vậy được.",49
933,"Đến kỳ gia hạn hợp đồng, tôi đã liên lạc với công ty quản lý và Kim Soo Hyun nhưng không ai trả lời. Sau đó, họ gửi cho tôi một thông báo có tính chất đe dọa rằng hợp đồng không được gia hạn...",53
934,"Chắc hẳn công chúng hoàn toàn không biết những sự thật này, giờ biết tường tận rồi thì... không biết phải nói gì nữa.",27
935,"Chỉ cho làm phim độc lập kinh phí thấp, bản thân thì kiếm cả đống tiền rồi đem đi quyên góp cho Trung Quốc... Chắc là có thế lực chống lưng.",36
936,Tôi nghĩ ban đầu có vẻ như họ đã tạo dựng phong cách này bằng tiền của Trung Quốc.,20
937,Bí mật vĩ đại,4
938,Đáng bị trời phạt.,5
939,Chà... con người đáng sợ thật.,8
940,"G là viết tắt của ""Gak"" trong tiếng lóng Indonesia, có nghĩa là ""không"". ""Bhsa Indonya"" là viết tắt của ""Bahasa Indonesianya"", có nghĩa là ""tiếng Indonesia của nó"". => Không phải tiếng Indonesia à.",64
941,"Su Hyun à, đi mạnh giỏi nhé",8
942,Có lẽ bà Shim là người Hoa kiều.<br>Nếu không thì có thể là tổng quản người Hàn Quốc điều hành dòng tiền của Hoa kiều trong giới giải trí.,37
943,Đúng là Seho đáng bị unfollow thẳng tay mà. Haizz,14
944,Chắc không còn dính dáng gì đến Kim Ji-won nữa đâu,12
945,Bạn không có chút tình cảm nào với bạn gái cũ đã hẹn hò 6 năm sao? Anh thật là một người tồi tệ. Tôi cảm thấy mọi chuyện sẽ bị phơi bày thôi.,37
946,Mỹ hay Trung Quốc đều đáng bị tử hình.,10
947,Có vẻ như Dispatch đang cố gắng thoái thác trách nhiệm bằng cách liên tục nhắm vào Kim Soo Hyun.,21
948,"Có vẻ như bạn viết nhầm từ ""túi xách của chị/em chồng"" rồi.",21
