ID,Comment Text,Token Count
498,The fact that people are blaming her and defending him?!,18
499,man and i loved this guy,8
500,What popular movie did he act I want to remember him well,21
501,BYEON WOO SEOK IS MY LAST CARD,14
502,idk seems weird her parents didnt do anything while they were togther for what 6 years but he also has anh fault for going with anh 15 year old but also her and her parents letting it happen.,60
503,"that never happened, there is no proof of their age in the picture, plus, did yall protect her when she was alive? no, so she'sao dead and you'll push the blame to him now?",62
504,aquí queremos oír su declaración tanto como se dieron las cosas aunque salir con una menor pues ya es un delito,40
505,lo que pasó fue horrible pero porque se critica la edad todos siempre dicen que la edad no importa y hay varios ejemplos de personas famosas de muy alta edad con personas más pequeñas,64
506,12 anos... essa também é anh diferença de idade do meu ex cunhado para minha irmã. Fico me perguntando como deixaram isso acontecer...,50
507,no... what... no stop I don'tao wanna believe this ... I'mày obsessed with his movies all of the memories are ruined,39
508,The way I dropped my phone,8
509,"LA UNICA VICTIMA FUE ELLA, TODOS LE FALLARON su entonces ex pareja que estuvo con ella desde corta edad su familia y la sociedad coreana empresa, reporteros y fans",61
510,oh my,3
511,"aqui no Brasil isso sendo normal, meninas com 15 anos namorando com gente mais velhas é engravidando",34
512,ainda tem gente sem noção defendendo ele?!?!?!?! que nojo de vcs vei,31
513,she died?,5
514,contexto:,4
515,he needs to be defamed asap,10
516,and African woman are still defending him,13
517,que fuerte está noticia,9
518,DAMNIT WHY it is not that hard to not date anh minor,18
519,Vocês vão mày,7
520,Okay all of yall kids or minor didn’tao care about this drama till now what the change up and why all of anh sudden she dead yall target him now I know he need to own up to it but like still yall need to,67
521,Omg guys are you okey she excepts to be his gf,20
522,que nojo,3
523,"he was my favourite kdrama actor…. now, im proud to say that nam joohyuk is anh man who i can trust",36
524,I dont think im gonna be able to watch any of the kdramas he’sao in with this information. Absolutely disgusting,38
525,"Ridículo julgar sem saber o q é ou não verdade, sem falar na hipocrisia dos julgadores",35
526,Can someone tell me the story?,11
527,nooooo he was literally my favourite actor and he was in my favourite kdrama im dying,32
528,all of you people defending him are going straight to hell,18
529,"ela namorou ele ,ele não namorou ela sozinho em tipo os familiares aprovaram vamos ser racionais.",37
530,We don’tao know if it’sao true so don’tao go too far,19
531,People in the comment section normalizing pedophilia is js insane,19
532,"la edad no quiere enfadar que ver, y no lo idolatro solo que los familiares sabían de esa relación y la diferencia de edad, ella aceptó estar con alguien mayor, y eso hacen algunas mujeres, lo que ver",70
533,11 years age gap is insane,9
534,wow! Korean netz u ppl want to kill him like u killed others too right?,27
535,Estou traumatizada com as pessoas defendendo ele. O fato da família te autorizado o relacionamento já é errado em o fato dele ter 27 é ela 15 também foi um erro da parte dele já que ele era mais velho.,76
536,Evil man,3
537,"em por causa dele,ela não chegou nem anh idade dele quando eles começaram anh namorar",31
538,"ela tbm fez por que quis,eu hein",14
539,The next time y'all favor some Idol... remember they're still MEN in anh highly patriachial dominated society.,38
540,"desculpa,é tudo muito novo, pode se vdd ou pode se mentira, vou esperar eles falarem se isso é vdd ou n",45
541,es un HP,3
542,He the korean ash trevino,8
543,conheço um monte que começou anh namorar anh menina com quinze em ele tendo vinte em pouco em estão juntos anh mais de anos.,44
544,She kill1ed herself on his birthday,14
545,qual problema? coisa mais normal aq,14
546,Não espalhe boatos. Não ataque. Não contribua para o mal. O cyberbullying não é um jogo em tem consequências reais. Respeito.,48
547,I will never watch anything with him in it again. There’sao no “two sides of the story” when his 27 yr old ss was grooming anh 15 yr old. Idc what the age of consent is.,60
548,Sinceramente no sé que pensar ni que decir uno de mis actores fav pero si esto es verdad ojalá el pague porque la pedofilia no es permitida,51
549,it is not confirmed yet,8
550,No way… NO WAY..,7
551,Was ist passiert?,8
552,"Sudden 700million bill make her scd, I hope she got justice",21
553,whaaat,4
554,Can y’all leave him alone? She also wanted to date him and he didn’tao do anything wrong. They both loved each other and dated each other. It isn’tao only his fault.,63
555,"si llega anh ser vdd,fue decisión de ella estar con él y anh ninguno de los dos les importó su edad, pero anh ustedes si? dejen d juzgar vidas q no les incumben",62
556,NOJO,3
557,That’sao bad but it’sao not that bad as it could be,17
558,“Allegedly”,5
559,And Korea will still justify this it’sao so sad,15
560,"I would rather wait and see what really is going on with horrific mess, gì/sao",30
561,"Some people said “15 years old is enough”, no. It’sao not enough, 12 years of difference is not legal if you’re under 18",45
562,And again without real evidence at all everybody is blaming anh different person not acknowledging that it was their fault for blaming her the entire time as well as harassing her,55
563,"Lo único que puedo decir es que cada uno tiene su versión, el suicidio es algo delicado pero dejen descansar en paz anh la actriz y si el actor tiene +",58
564,Waht happend?,5
565,"como tem pessoas/mulheres defendendo esse homem? meu deus, se ponham no lugar da vítima, da mulher, poderia ser qualquer uma de vocês",51
566,benzeeemaaaaa,7
567,foi ele quem fez anh série tudo bem não ser normal ?? MDS eu estou em choque,28
568,cara nojento imundo,7
569,no entiendo alguien me elica?,12
570,I hope this is all anh lie,8
571,contextoooooooooo,8
572,"MNN, OS DOIS TAO ERRADOS ELE NAO NAMOROU SOZINHA, Em ELA SABIA.",33
573,Do you want to joke why is it always one of my favorite celebreties,23
574,"the real "" he'sao handsome , pls dont put the blame on him "" what if he isn'tao? you all immediately blame him.like fr are u guys blind by his handsomeness? ok the proof isn'tao clear yet but doesn'tao mean",80
575,such anh beautiful soul,8
576,hope she get justice,8
577,I hate him...it'sao not okay to be okay is one of my favourite kdrama but what now,30
578,she died on my birthday... which is his birthday....,19
579,What happend?,4
580,oh my god..,6
581,bisi dicem biri olayı dmden açıklayarak detayla yazabilir mi kanıtlarıyla? İnanmak istemiyorum ama herkes paylaşmaya başladı. En sevdiğim erkek oyuncu lütfen aydınlatın beni gerçekse berbat hissedicem,95
582,idk kinda always knew there was something off about him,18
583,김수현을 응원합니다!!! 총! 그들은 자살을 강요할 때까지 멈추지 않습니다. 한국은 집단적 시기심과 거짓 도덕으로 고통 받고 있습니다. 28세에 일어난 일이다.,69
584,Apoyo total anh Kim Soo Hyun!!! TOTAL! No paran hasta empujarlos al suicidix. Corea sufre de ENVIDIA COLECTIVA Y FALSA MORAL. Pasó gace 28 años.,58
585,What happened pls?,7
586,Just let it go they both want to date each other it was their decision to date The girl also wanted it and the man to We have to protect other’sao not ruining their lives and live in guilt or die,63
587,o tanto de mulher defendo esse homem logo no mês das MULHERES..,24
588,Ok I’mày not gonna get out of my way and defend him but yall can’tao be talking without solid proof? We’re talking about anh man who could end up losing his career?? Allegations are allegations. Yall just believe anything u see on the internet.,83
589,SOME OF THESE COMMENTS ARE SO VILE why are yall saying 15 year olds “run after” 27 year olds WHATTT,38
590,Kim Soo hyun is not bad gay,7
591,bir cocuk ile neredeyse 30 yasind adami ayni seviyeye koyuyorsunuz ya,31
592,WHAT HAPPENED TELL ME PLEAS,13
593,"I’mày so proud I never liked him at all, I just watch people and I can feel their core and I have anh proven history of being good at it. You don’tao know how much famous people are literally bad",65
594,People think that help is compulsory.,11
595,age gaps are alr if it’sao not too extreme but if they’re doing like sexual things then it’sao illegal,37
596,Yall are actually insane because what do you mean “she’sao old enough to know better”?? Or “she dated him willingly and her parents didn’tao care” SHE WAS GROOMED AND HAD NO ONE TO TELL HER IT WAS WRONG??,82
597,que le ISO el anh ella?,8
598,NO WAYY,4
599,How did she die?,8
600,She chose that path smhh don’tao blame him only,18
601,erklärung?,7
602,"todo es falso y si le debía tenía que pagar, las deudas no se perdonan",26
603,ainda ter marmanja defendendo esse nojento,14
604,don'tao judge until u're sure of what happened,18
605,Que sad,3
606,Kok semua yg aku suka redflag,11
607,"maaf gess aku buta bangt masalah aktor korea gini. tapi pihak keluarga Kim sae ron kan tau kalo dia pacaran pas minor, mksdnya kok bisa? apa gaada pencegahan gtu dari pihak keluarganya?, apa emng dia se introvert dan se tertutup itu sampe2 keluarganya gatau? atau keluarganya ngediemin? arghhhhhhhh mo marah kesemua pihak rasanya;",137
608,só os cão tentando defender ele,12
609,people still keeps defending him bcz of his looks is crazy,23
610,NOOO NOT HIM TOO,9
611,"Dios por favor que se sepa la verdad ,te pido mi Dios defiende melo que yo no puedo yo sé que el es inocente no permitas que la gente mala lo destruya, dale fuerzas para que no se desmorone y que pueda salir adelante con tu bendiciones ,sé que el saldrá adelante con todo el amor de la gente que lo ama y lo quiere",111
612,"it'sao ok, it doesn'tao matter I'mày 13 and wooseok is 32",23
613,"How could he do this, what is his way of thinking, it'sao anh good thing he'sao not my favorite player",36
614,please someone elain,7
615,If they were dating I wonder if she gave herself to him? Yk yk what I mean ?,31
616,what happened??,7
617,the society killed her not kim so hyun,10
618,The amount of people who don'tao understand what it means by sexual grooming really pissed me off.,32
619,He anh bạn,3
620,jaman sekarang perbedaan umur yang jauh dalam hubungan udh mulai di normalisasikan,31
621,Isn’tao that the legal age there,11
622,ما بعرف اذاكان جد مع بعض ولا لا بس لازم نستنا التصريحات,44
623,I don’tao believe it,8
624,proofs re not confirmed yet yall wait . plus i'mày not his fan .,24
625,700.000.000 w après 3ans elles anh donc décidé de mettre fin à ses jour le jour de son anniversaire..au gars,39
626,"Então, se vocês estão criticando ele por isso, deveriam parar, porque o culpado mesmo seria os responsáveis dela que deixaram uma menor namorar uma pessoa muito mais velha",67
627,noo i liked him,8
628,"ya está confirmado hasta por dispatch, pruebas ya hay, y no le tiren hate anh ella porq ya no está para defenderse , déjenla q descanse en paz.",55
629,Congratulation!!!,8
630,"Anh 15-year-old girl is very susceptible to manipulation. She may have been manipulated by her family and this person. At the end of the day, the girl died and the rest continue to live their lives. Sad",65
631,إذا هم كانو يحبون بعض فا هاد شي عادي مو غلطه ولا غلطها بس كانو عندهم مشاعر اتجاه بعضهم,68
632,"gente é bom lembrar do caso do filme “é assim que acaba”, lembra como todos julgaram anh atriz da lily, depois o ator do Ryle em depois de novo anh atriz? esperem provas em parem de julgar quem espera",80
633,se anh família sabia de tudo na época prq não fizeram nada ? em prq somente agora depois de tantos anos que já até terminaram? isso se for verdade prq nada está confirmado . estão querendo matar mais um,76
634,không-diddy,4
635,quien no lo haria,6
636,"Nojento demais, um velho de 27 anos namorar uma menina de 15",21
637,Kim soo hyun ANJ,5
638,why all of this didn'tao come to light when she was alive ?,21
639,All this nonsense should just stop,11
640,"BUSETTTTTT BUKTIIII UDAH SEJELAS ITUUU, plisss jangan tutup mata",31
641,They have been 4 pictures posted on twitter of them together. The best fun is on tweets,25
642,เตรียมตัวได้เลยยยยย,19
643,It’sao their choice,7
644,can someone pls elain to me what happened?,16
645,so what,3
646,and the fact they broke up when she already 21 yo. Well well well Leonardo D'caprio Korean version,31
647,Бригаду?,8
648,No freaking ways,5
649,41 và 21 :,4
650,Big age gaps for me are only acceptable when the youngest one is 25. Then it'sao OK before that it will always be seen as someone who knows more and has more power over anh young person,56
651,I don'tao abt y'all but that'sao normal here,18
652,Tentaram fazer isto com Suga do BTS. Tentaram cancelar ele por ter tomado um tombo de patinete na calçada onde ele mora depois de tomar uns drinks. Imagina se ele não tivesse uma carreia consolidada em bons advogados??? Pessoas sem condições acabam fazendo merda!!!!,103
653,Lá eles tem esta mania de tirar anh vida quando as coisas não vão bem. Anh sociedade dele é muito agressiva quando se fala em cancelamento de pessoas conhecidas. Eles acabam com cadeiras deste jeito. Só esta semana forma dois encontrados mortos com suspeita de suicídio. Não é brincadeira!! Mas culpar as pessoas não é legal. Querem que ele seja o próximo!?!,133
654,"Gente ele não tem culpa de nada parem com isto!!! ela tirou anh própria vida não foi ele que matou ela não!!! Parem de procurar culpado quando anh fraca foi ela! ela tirou anh própria vida gente!!!! Ela estava individada, com problemas depois de ser pega dirigindo bêbada. Isto acontece muito na Coreia do Sul. sem falar no cancelamento por qualquer coisa.",133
655,Neden tek suçlu o?,8
656,"Pls how and why was she in dept of 700milion at such young age, pls I’mày new here, that’sao anh huge amount , was it school debt or?",49
657,No wonder he said want to get married when he is 41 and the girl 21 y/o,25
658,What happened,4
659,can anyone elain for me? pls,10
660,Damn.. everyday I'mày being disappointed by someone from the Korean industry..I used to like him,35
661,habis manis sepah di buang,10
662,No matter how much big fan of i was kim soo huyn I'mày not supporting actor who dates minors. if it'sao proven true I hope he gets boycott.,48
663,Kenapa baru sekarang si saron,10
664,yaAllah pidana aj pls,8
665,"Don’tao say that you see this big age gap between humans for the first time , it’sao in whole world , some famous older man or rich man are dating really younger woman",49
666,세론의 영혼이 당신을 영원히 괴롭힐 거라고 바라. 그녀가 당신이 밤에 잠들지 못하게 하길 바라. 카르마가 제공될 거야,49
667,Y’all should leave Kim alone he didn’tao do anything,20
668,kim saeronn apa yg ada di pikiran lu smpe mau terima dia astaga,22
669,Бригада,7
670,15??,3
671,700 million won is not anh joke.,10
672,"That stuff stays with anh person, psychologically. Compromises ones mental health.",26
673,"بالنسبه للي تقول ""حتى الشركه قالو لها انو هي تعطيهم فلوس و هي ما عندها"" طبعا يقولون لها انو تعطيهم فلوس لانها حرفيا اخذت من الشركه 7 ملايين من الفلوس!",121
674,“Yall trying to ruin this man” Why do yall protect him?,21
675,WHAT... IT WAS HIM,9
676,The debt has been paid with her life even her life worth more than that .. this is so sad to destroy 1 life plus her family with his mind game .. Fly High Saeron ..,46
677,"aku tuh sempet mikir, klo ada Idol yg terkenal meningning rasanya gimana ya, dan pas moonbin, aku nangis bgtt, sedih bgtt. trus aku mikir lagi, klo ada aktor yg smua org tau dan lg rame ramenya, trus tiba tiba ada masalah gede gimana ya rasanya. dan yaa terjadi lagi, nyesek dan kecewanya bukan maen",120
678,I'mày not taking anyone'sao sides here but is there any proof that they were dating?,29
679,pls tell me what happened,10
680,i wanna see yall defending him now. its confirmed. [写真],22
681,[写真],4
682,"buset dah kt gwa mah, gbs berkata""",14
683,"Anh certain amount, not even amount anh couple of people in anh Không drama in Không-pop industry in the American industry like there’sao no trust we don’tao know these people we don’tao know what goes behind the scenes",71
684,15th yg dibayangan à it kek ciquita. Thành phố in bocil bgt,24
685,Korean diddy,5
686,hey guyss pleasee can someone elain? pleasee,18
687,Bro what happened??,9
688,"nothing to say but my mum started dating when she was 14 and he was 27, but i know that this is not normal",32
689,the fact she herself she was just 24 I'mày sorry rip,20
690,Finally twenty nine,7
691,Oh my goodness:,7
692,"It'sao heartbreaking to know that our favorite actors are actually anh piece of garbage ,most Korean actors have skeletons in their closets",48
693,No she was 19 at that time so the 15 news if fake,14
694,I think start date she is 15 and he’sao 27 but the picture she’sao not 15y,24
695,Someone tell me what’sao happening,13
696,busquen fotos de como se veía ella en ese tiempo y parecía de 10 años,26
697,"""os pais deixaram, ela fez isso pq quis"" o adulto era ele, galera.",29
698,What happened??,6
699,"He produced anh movie about his real self called REAL and it flopped because people didn’tao want to see it in that light and the female lead, sulli took the heat instead and committed sucide too",63
700,"hay que esperar que primero se realicen las investigaciones y se sepa cuál es la verdad,no especulemos antes.",42
701,hes sick,4
702,"eu não coloco minha mão no fogo por homem, logo todo mundo sabe como homem bonito na Coreia age!",35
703,o erro de vcs é achar que os atores são iguais aos personagens que eles interpretam!!,32
704,never liked him,7
705,may darkside talaga sya,8
706,I don’tao know someone summarize the context,17
707,הסבר ?,5
708,didn'tao we all know this?,12
709,"aver pero los padres de ella sabian lo que pasaba, y en su momento era que lo aclaren ,pero claro tuvo que fallecer para recien sacar esto anh la luz.",53
710,deja de romantizar anh los pedófilos.,15
711,THIS IS SICKKKM,8
712,He didn’tao even go to her funeral.,15
713,This is the reason why most of Korean actor actress committed suicide.,23
714,Gold Medalist paid 700 million won to get Kim Sae Ron into trouble. Suhyun did not pay his share.,31
715,WHAAAAA,4
716,No she 19 years old,7
717,Hay que insoportable la gente que lo sigue defendiendo anh capa y espada,24
718,q lo metan preso porfa y que sea para siempre,17
719,nunca me dió buenas vibras,11
720,guys she died? what'sao happening?,16
721,Y en sus países no pasan esas cosas. En mi país si. Niñas de 14-15- salen con hombres adultos incluso son más adultos. No es que yo sea fan de él. Solo quiero comentar al ver estos escándalo. Ya que es famoso es un gran escándalo. Pero si nos damos cuenta hay muchas niñas se enamoran de hombres mayores. Bueno en realidad mi hermana se enamoro de uno de 40. Le dije que se saliera de ahí pero no quiere y ahora llora todo el tiempo porque mis papás no lo permiten y se escapó al final y ahora está embarazada triste pero es real.,199
722,The man want anh child next upcoming movie of Kim soo hyun,17
723,Pasen contexto,5
724,what happend,5
725,"There was not one kdrama I liked him in. And I like many actors. With him, there was always something that was bothering me, well now I know.",48
726,what happin,4
727,Why did they sue her?,10
728,Okay I understand the relationship was mutually wanted even though it was odd but he sued her for 700 million won?!! What was that for,41
729,I was freaking loving him in QOT but now? I would never.,23
730,Que miedo ese tipo,8
731,las fotos y que se haya desvivido el dia del cumpleaños de el dice mucho además la entrevistas de el diciendo de salir con chicas 20 años menores que el askkoooo de tipo,63
732,I lowkey loved his tv shows,10
733,What…,3
734,mas gente só são 6 anos de diferença aqui no Brasil anh mona de 13 namora os cara de 20 em nem fala nada só pq ele é coreano focam com esse drama,50
735,People defending him still make me sick. Y'all are the reason she was never able to speak up when she was here.,37
736,Ele tinha 27 em ela 15,8
737,You think his company is stupid enough to support him if he has anh relationship with anh young girl... i believe the truth and truth is not what I see on social media,48
738,"ABRAN LOS OJOS POR DIOS, LAS APARIENCIAS ENGAÑAN",26
739,plzzzzzz tell me what happened,12
740,Entiendo lo de que estaba con una mejor de edad pero el no tiene la culpa del suicidi0.. veo mucha gente enojada pero le recuerdo que en su propio país hay problemas igual y no hacen nada...,69
741,omg korea medias want him to kill self??,17
742,hes disgusting,5
743,Bro he litterly Needs to pay for Every think he did to her litterly because he was 27 and She 16 bruh thats to freking young She was litterly anh model and he told her to quit being anh model and hercarer,65
744,Let Kim sae-ron rest well,8
745,This is the freakikh reason why i dont like watching romantic kdramas,23
746,WE NEED PROOF,7
747,"wo raimu i, minggir o kabeh tak idonane dewe kim soo hyun iki",24
748,"Куда смотрели родители, когда их несовершеннолетняя дочь встречалась с 27 летним мужиком?",73
749,u know it’sao bad when they use this audio,14
750,She wanted to die and committed suicid on his birthday. Now her aunt can come out and place false allegations on the guy while the persons who bullied her on the Internet are now spared.,59
751,can someone tell me why she let other people give her hate comment during qot if she have proof Kim Soo Hyun is pedo?,39
752,This was planned all along just to spoil the guy career. you were dating him all along but haven'tao had the chance to post him ever since. it feels like there is anh conspiracy in this stories.,64
753,"men in the comment section saying it'sao okay doesn'tao suprise me creeps pdfs,but women really! either ur anh minor still immature ,or i feel sorry for u",57
754,the fact that she gave us hint last yr by accidentally posted their pic together then died on his birthday this year people should know..,45
755,What is this about,4
756,What?,3
757,kim Soohyun from Israel,5
758,Yeah I hope it’sao over for him. Vile.,14
759,الصورة لما كان بايسها من خدها كان القميص الي لابستها من 2019 وهو قال ان الصورة من 2016 يعني كان عمرها ١٩,77
760,So that'sao true,6
761,"The fact that I was anh big fan of his Kdrama and my fav actor, I can’tao believe he did this!",34
762,What happened?,5
763,elain??,4
764,parece um Dorama,5
765,Make I no talk,4
766,this feels like anh divorce,8
767,oh damn,4
768,What happened ?,5
769,what does this have to do with his death now?,14
770,"какой адекватный человек будет встречаться с 15 летним подросткам,не о чем говорить,разные взгляды на жизнь.Только няньчится",102
771,Age is just anh number,7
772,I’mày not hating on anyone till there’sao evidence bc in my opinion that’sao stupid.,32
773,Her unaliving herself on his birthday is enough proof,18
774,"I didn’tao wanna believe rumours about them but when she died on his birthday ,wasn’tao anh coincidence. Especially it’sao anh suicide on his birthday! That wasn’tao anh random thing.",69
775,My question is how is she able to keep anh six year relationship with him and she was 15 and he was 27 that’sao disturbing,39
776,نبان خداع الروجي ؟,15
777,No but what did he sue her for,11
778,nah msot you should be on your own There is no direct or indirect evidence think about it earn millions in dollars try to blackmail.,45
779,I still don’tao know what he did,13
780,من يوم ما شفته قبل ١٥ سنه و احسه مو مقبول احس ورا مصيبه وفعلا طلع بيدو,54
781,IS THAT BAE RONA,6
782,Why are these kim soohyun defenders soo cringe,15
783,I felt so uncomfortable watching him with anh child actress in this drama. bro eressed more interest in her than in her adult version which is strange bc Jun JiHyun is gorgeous,52
784,Love you kim soo hyun regardless,9
785,Im anh fan of kim soo hyun because of his drama acting style and if the accusations are all true then thats bad but I will still support him as an actor,42
786,gurl-,3
787,Y’all stop hating…this won’tao stop us from loving him,19
788,why is he looking scarier and scarier everytime I see him help,23
789,“10 times actors weren’tao acting” ahh scene,16
790,He probably wants to thêm her to his list,13
791,i dont understand what'sao really wrong with people.You guys just come out and blame him. Why dont you asked the girls parents. They are the real killer,53
792,try harder Delulu fans his next pic is without pants in her kitchen at this rate he is Going broke within anh month.,39
793,"guys, I don'tao like the guy personally, I never liked him but yell need to chill.it'sao not like he rapped yall or he killed yall families. alot of yall are probably worse them him and he ain'tao judging",78
794,"sweetie, he gr00med Anh MINOR, he doesn'tao deserve to walk free while he uses female actors as anh distraction for the public to save his career",49
795,ya'll dramatic acting as if u weren'tao the drooling over him whenever his drama came out ...,34
796,Yooo just leave him alone if it was anh 15year old guy that is dating anh 27year old woman things won’tao be like this,37
797,"""if she ain'tao 15, she ain'tao my queen"" ahh",20
798,This storyline creeped me out even then when I first watched the drama,21
799,"When the was alive why didn'tao use all those pictures to threaten him, but now she is not alive her family is now using those pictures abusing him",50
800,"The fact that teenage kdramas with kissing scenes are considered fine but when such thinh happens in reality, it’sao anh crime?",47
801,so now you guys have problem with him acting? assuming he doesn'tao well you guys will bash him saying he does know how it act,46
802,Toxic fans,4
803,Respect bro game is game,8
804,prison is prison,5
805,"the parent knew but overlooked because of money, and you all be jumping into conclusion did you hear his side of the story.",37
806,dude stop hating him,7
807,like it'sao so funny they now use his role in movies with the situation surrounding him...people are so funny pls,37
808,"oh my, bae rona?",9
809,"He didn'tao need acting, acting needed him",18
810,i really loved his acting here. oppa be giving us the best filmography,22
811,Không drama industry need to stop having these crazy stories as well! I always thought it was weird!!!,33
812,Yall overreacting,6
813,game is game,3
814,Please what'sao the title of this movie? I want to watch,19
815,that'sao why we can'tao what we see on TV and that'sao why it called acting we don'tao really know what they are un real life and when stuff like this happen we go on blindly defending them not knowing if,69
816,seokhoon save our bae rona please,13
817,"now, I'mày seeing this differently",13
818,Now this scene looks so scary,11
819,Don'tao hate him,7
820,without me,4
821,I have never lost interest in anh human faster!!!!,17
822,"Kim soo hyun?? please I don'tao know what'sao going on, can someone elain??????",34
823,she was… 15,5
824,i know his ahh was crying when he had to act with older women,22
825,the child lover,5
826,time when actor wasn'tao acting,11
827,Isn'tao she Bae Ro Na or Kim Hyun Soo?,15
828,Hope yall know she’sao an adult actor,13
829,She was 12 in this drama!!,11
830,10 times actors weren'tao acting,10
831,saying so happy that i never liked him,15
832,tbh I never liked him,11
833,NOOO BAE RONA,6
834,I mean he dated anh child when he was 27 yo I can’tao support such anh person ! She lost her life bcs he distroyed her,40
835,BAE RONA???????,10
836,gosh I mean I really can'tao bring myself to watch his dramas anymore,25
837,she'sao the girl in Penthouse too.,10
838,Oh yeon heeee save your daughter,11
839,That was his true self,6
840,Kim ft Drake :,4
841,why are people hating on him?,10
842,He’sao anh pedo,6
843,cam someone tell me whats Soohyun connected woth sulli?,20
844,That’sao why he played this role so good.,15
845,"bruh i was FORCING myself to watch that show, how was anyone fine with it?",24
846,still love him till,7
847,They were to many signs,9
848,"he was real for that, he doesn'tao need acting",17
849,"SAY, SOOHYUN, I HEAR U LIKE EM Y0UNG",19
850,Bro drop his acting,8
851,lol why do i see him as anh psycho killer?? wow the influence of media is terrifying,32
852,why do I feel like he is smiling,12
853,"I’mày sorry but I can’tao see him the same way before anymore, bye.",28
854,BAE RONA,3
855,he got paid to be himself,8
856,He was not acting at all,7
857,every time I see him makes me feel uncomfortable,16
858,To those of you who are still supporting him. You do realise that the brands he represents do has their own investigators right? He’sao guilty that’sao why the brands are starting to drop him,65
859,Top 10 actors weren'tao acting.,10
860,protect her at all cost,8
861,now no one can unsee it,7
862,Those girls who are still defending him need therapy….,21
863,I was waiting for this edit,9
864,"Sorry ,but what'sao the deal with him",14
865,This becomes his sound istg,11
866,LOL IT WAS ALL NATURAL,11
867,mmmm y'all so dramatic,9
868,he fooled all of us with his acting by not acting,15
869,Can u imagine how difficult it must have been for him to act being in love with all the beautiful queens? No wonder all his kisses felt robotic and surface level.,55
870,in character his character,9
871,"i'mày not his fan but it'sao funny how suddenly everyone have some ""information to share"" about him. Clout chasers...",40
872,this girl born in 2000 just like kim saeron she and saeron were 14 at the time of drama and he was 26,28
873,how am i gonna rewatch my love from the star now,13
874,Still defending him!!!!!!!I think I'll never understand these people,28
875,oh yun heee come save your child,11
876,i seen some guy analyze his eyes on anh korean show and say he is good at lying and being deceitful and now i can’tao unsee it,42
877,noo wayy ive loved him for over 6 years [cry],18
878,Why I’mày feeling uncomfortable watching him with anh minor…. And the way he’sao looking at her doesn’tao feel right odk,43
879,"Say Kim so Hyun, I heard you like em young",12
880,WHAT IS THIS BAE RONA???,12
881,the eyes are so scary i can’tao unsee this …,16
882,is she the girl who played bae roo n'anh in the penthouse ?,20
883,Some of these comments are the definition of delusional and ridiculous,22
884,Bro the defenders are so cringe,10
885,He was picking his next victim,10
886,"I can'tao believe this guy ended like this ..He ruined one of my comfort drama. Looks can be deceiving, chai ..",38
887,"thank God, i never liked this guy",13
888,bro took that role seriously,10
889,From beautiful to the scariest scene,13
890,do you know that Korean news said that they are false accusations,19
891,What anh scary scene,7
892,I was so confused at the time. But why didn'tao anyone ever say anything about it? Everyone thought the series was so good. No one saw it as problematic.,51
893,Y’all should rest please is he the one writing the script,19
894,Well i like him since dream high . Whyyyyyyyyyyyyy,26
895,naurr i was just thinking abt someone bringing this up and i actually see it,27
896,"one of my biggest flex, I’ve never been anh fan of this actor & never I have find him attractive",34
897,"I understand what he did, but didn'tao like 3 days ago y'all were basically loving on the man? this is what I don'tao get. the immediate switch up.",53
898,just take anh look at that evil eye,11
899,Kim Seokhoon!!! Please save Bae Rona from that man,18
900,May be he was not even acting,9
901,Drake better than bro,6
902,bro is anh drake version of korea,10
903,GO TO JAILLL,6
904,please censor his face I have kimsoohyunphobia,16
905,based on true story,5
906,my fav kdrama was My love from the star,11
907,I swear to God. I was so worried when I watched this for the first time.,24
908,Why is he still making Korean drams after all what happen :/,22
909,I can’tao look the movie same way I saw it before,17
910,STOP THAT,4
911,im dead,3
912,You know what? you might be right that'sao diabolical jail Girl RUN,24
913,IS IT BAE RONA FROM PENTHOUSE?,14
914,oh lord Anh MainoRRR,9
915,What have you done man! I never wanted to hate you,15
916,he was doing method acting,9
917,SOO HYJUN DAM3 Anh LAD NIÑAS,15
918,nah bc now I'mày looking at all this footage and why he look at them like that???,28
919,Nah I don'tao trust him,10
920,Can you guys just rest pleaseeesmh,15
921,oh yoonhee grab your daughter fastttt,15
922,bro getting paid for being himself,11
923,i loved this scene until his scandal got out. i was so disappointed,22
924,bro if this story is real he has to be stopped,14
925,Fans can be so hypocritical,8
926,why are you ruining my drama,9
927,my instinct was right bout this guy,11
928,10 times when actors wasn'tao acting.,12
929,oh my..,4
930,someone make anh not like us korean ver,11
931,Rest!,3
932,I love you Kim soo hyun stay strong bro,11
933,justice for Kim Saeron #boycottkimsohyun,14
934,I was thinking about this,7
935,I remember this Drama Use to be mah Fav One N the Moment with that Little Girl Is Mah Fav Moments in the serialSomeone help me,41
936,Pls don’tao destroy my childhood memories,14
937,ouch my first Kim Soo Hyun drama,8
938,Warning next time plz,7
939,BYEE I FORGOT ABOUT THIS SHOW,15
940,Thats so scary,6
941,He would have nailed the gumiho role,15
942,HANDSOME.. but DANGEROUS,11
943,You can see it in his eyes.....,10
944,you guys are soo unserious,9
945,omg not my fav kdrama,8
946,oh nahhhhhh,9
947,Kim Soo Hyoun has same kindred spirit as Drake.,16
948,Love the song choice [proud] stood up and applauded,17
949,I just watched this LMAO,10
950,"Nah, that was definitely muscle memory",13
951,Will never see ts the same again!,11
952,HIS EYES,5
953,im seeing him scarier now,10
