ID,Comment Text,Token Count,Label
410,"Chẳng phải kỳ_lạ sao , người đó từ trước đến giờ toàn tỏ ra như không thích phụ_nữ trưởng_thành ?",24,Không ủng hộ
411,Tôi muốn hỏi Kim_Soo_Hyun là diễn_viên hạng gì ở Hàn_Quốc .,15,Trung lập
412,Đỉnh của chóp .,4,Không liên quan
413,Bậc thượng_thừa .,4,Không liên quan
414,"Gương_mặt tươi_cười , ánh mắt hiền_lành mà sau lưng lại làm những chuyện đó suốt bao năm .... Không biết vì sao Se-ron lại gặp phải thử_thách này nhưng nếu xung_quanh có những anh_chị giúp_đỡ dù chỉ một_chút thôi_thì đã không xảy ra chuyện này rồi ... Chắc_hẳn đã tin_tưởng Kim Soo-hyun nên mới vào công_ty đó , thật đáng tiếc . Những kẻ chưa biết sự_thật mà đã buông lời ác_ý cay_độc với Se-ron cũng phải nhận sự trừng_phạt thích_đáng ! !",110,Không ủng hộ
415,"Nếu Kim Soo-hyun muốn tẩy trắng thân_phận và làm người nổi_tiếng thì phải sống trong_sạch chứ , thói hư tật xấu đó không bỏ được đâu ... Tên đã hại Kim Sae-ron , mày cũng đến đoạn kết rồi .",49,Không ủng hộ
416,"Kim_Sae_Ron đã tuyệt_vọng đến mức nào ... Tôi đã từng nghĩ tốt về Kim_Soo_Hyun , nhưng anh ta chỉ là một kẻ hám tiền . Anh ta đã có rất nhiều tiền rồi mà .",42,Không ủng hộ
417,Tôi muốn hỏi Kim_Soo_Hyun là diễn_viên hạng gì ở Hàn_Quốc .,15,Trung lập
418,"Kim_Soo_Hyun , đây là khởi_đầu cho sự huỷ_hoại cuộc_đời mày ! Hành_vi của mày quá đồi_bại , gây ra tổn_thương tinh_thần và cái chết cho con của người khác , nên tao thậm_chí còn không thèm nói nặng_lời . Cuộc_đời mày sẽ tràn_ngập những lời nguyền_rủa ,_Soo_Hyun à !",71,Không ủng hộ
419,An_nghỉ nhé .,5,Không liên quan
420,Đến nói là rác cũng thấy có lỗi với rác .,12,Không ủng hộ
421,cho xin đoạn nhạc_khúc đầu đi mọi người ơiii,11,Không liên quan
422,"Mong rằng người đàn_ông này sẽ phải trả_giá trước pháp_luật cho tất_cả những điều tồi_tệ mà hắn đã gây ra cho cô bé . Cô bé chỉ là một đứa trẻ , thật kinh_tởm . Hắn không được chào_đón ở Brazil !",52,Không ủng hộ
423,"Thực_ra , tôi đã nghi_ngờ rằng từ ngày mất của Sae_Ron trùng với ngày sinh_nhật của Kim_Soo_Hyun , có_lẽ là một dấu_hiệu cho thấy Sae_Ron đã phải chịu một sự oan_ức khủng_khiếp liên_quan đến một diễn_viên hạng Anh . Mong rằng_Soo_Hyun sẽ được trao giải . Chúa không ngủ và sẽ sớm trừng_phạt tội_lỗi .",73,Không ủng hộ
424,"Là người_yêu cũ , lại còn đưa về công_ty quản_lý của mình thì phải đối_đãi tử_tế chứ , giờ hết giá_trị lợi_dụng thì vứt bỏ , còn gửi cả thông_báo pháp_lý nữa , Kim_Soo_Hyun đã vứt bỏ cả đạo_lý làm người rồi ... Xin_lỗi Sae_Ron ... Mong bạn gạt bỏ hết uất_ức và nghỉ_ngơi thoải_mái ...",78,Không ủng hộ
425,"Trả quá nhiều tiền cho đám nghệ_sĩ nên chúng chỉ làm mấy trò bẩn_thỉu , ghê_tởm .",23,Không ủng hộ
426,"Lũ nghệ_sĩ bẩn_thỉu , bớt trả tiền cho chúng đi .",15,Không ủng hộ
427,"Mất_trắng 700 triệu won rồi , haizz .",12,Trung lập
428,"Chun_Ji_Hyun lại gây sốc nữa rồi , đúng là tiền là trên_hết mà .",19,Không liên quan
429,Tống nó vào tù đi .,6,Không ủng hộ
430,Cái này đúng là rác_rưởi ...,9,Không liên quan
431,Không ngờ có ngày tôi lại cổ_vũ Viện Nghiên_cứu Dọc và Ngang ...,16,Trung lập
432,Tôi nghĩ Kim Soo-hyun đang xem chương_trình này . Một phiếu .,15,Không liên quan
433,"Những kẻ có tướng mắt xếch lên như Kim_Soo_Hyun , mắt ti_hí , mắt rắn , mắt chim_sẻ thì ở công_ty , nơi làm_việc nhất_định phải tránh xa và né họ ra ... ... ... ... ... ... ... Xung_quanh họ sẽ bị hút máu đấy . Nhất_định phải loại_bỏ khỏi danh_sách thăng_tiến và sa_thải họ đi . Hãy nhớ kỹ . Tướng_mạo và ánh mắt như_vậy là khoa_học đấy , tôi sống gần 40 năm mới nghiệm ra ! ! !",102,Không ủng hộ
434,Đàn_ông mà cư_xử không ra gì khi kết_thúc mối quan_hệ . Mấy ngôi_sao mãi không chịu kết_hôn đều có vấn_đề cả .,29,Không ủng hộ
435,Tôi nghe nói Jun Ji-hyun là người Hoa_kiều .,12,Không liên quan
436,Thật_sự không phải cứ thấy là tin được đâu ... Đến cả người nổi_tiếng cũng không đáng tin nữa rồi .,25,Trung lập
437,"Không phải có_thể trì_hoãn vụ kiện sao , thật quá_đáng .",14,Không ủng hộ
438,Kim Soo-hyun mà đến Trung_Quốc chắc bị xử_tử mất phun cả cơm .,17,Không liên quan
439,Hãy nói cho tôi biết tất_cả trước tuần sau nhé,11,Không liên quan
440,"Thương Sê-ron quá , tôi khóc mất ...",12,Không ủng hộ
441,"Giờ mới xem , nghẹn cả họng . Đúng là đồ tồi .",14,Không ủng hộ
442,"Ôi , đồ cặn_bã ! Bạc_đãi xong vứt bỏ Quả_báo nhãn_tiền !",18,Không ủng hộ
443,Còn vụ 8 quả bom thì sao ?,8,Không liên quan
444,"Kim_Soo_Hyun sẽ đưa ra thông_báo vào tuần tới . Hôm_nay là thứ Năm , có_vẻ như anh ấy sẽ chuẩn_bị trong bốn ngày từ thứ Sáu , thứ Bảy và Chủ_Nhật .",42,Trung lập
445,"< br > “ 习近平操你妈_Xí_Jìnpíng cāo nǐ mā ” trong tiếng Trung là một câu chửi_rủa kiểu như "" Tập_Cận_Bình ㅅㅂ "" vậy đó , hahaha .",50,Không liên quan
446,"Kim Soo-hyun đúng là ㅉㅉ . Nhân_cách khác xa Won_Bin thật_sự . Nếu là trong phim "" Ông chú "" thì Won_Bin nên trừng_trị những việc xấu mà Soo-hyun đã làm đi . Không nói đến chuyện hẹn_hò với trẻ vị_thành_niên , nhưng sao một kẻ kiếm được nhiều tiền như cậu ta lại thúc_ép nợ_nần , đẩy một đứa trẻ yếu_đuối vào chỗ chết vậy ...",88,Không ủng hộ
447,"Chú à , mong chú trả_thù cho con ...",10,Không liên quan
448,"Không hiểu sao tôi lại linh_cảm rằng gã này sẽ còn thảm hơn ả kia vì tội ấu dâm . Wow , Unicorns_Megastars , bao_nhiêu hình_tượng tốt_đẹp về gã trong tôi tan_tành .",44,Không ủng hộ
449,"Dù tôi không hiểu nghĩa , nhưng chú ơi , tôi ủng_hộ chú",16,Ủng hộ
450,Ép_buộc Kim_Soo_Hyun bằng 700 triệu won rồi nhất_quyết đẩy người ta đến chỗ chết ... Con_người thật xấu_xa . Đã từng là người_yêu mà_lại nỡ đẩy nhau xuống vực thẳm như_vậy sao .,43,Không ủng hộ
451,Hãy gửi hắn ta đến Hàn_Quốc và bắt hắn ta phục_vụ trong quân_đội .,17,Không ủng hộ
452,"Kim_Soo_Hyun , đi vui_vẻ nhé .",10,Không ủng hộ
453,Đây không_chỉ là vấn_đề 700 triệu won mà là việc cố_tình gài bẫy nợ_nần để chôn vùi sự_nghiệp của Sae_Ron mà .,29,Không ủng hộ
454,"Đúng vậy , để nén đó .",8,Không liên quan
455,Hoan_hô chương_trình này Tuyệt_vời ạ,9,Không liên quan
456,"Công_khai hết lũ nghệ_sĩ đã vui_vẻ ăn_chơi ở tiệc sinh_nhật của thằng đó ra , biết là ai rồi đấy nhé .",28,Không ủng hộ
457,""" Sinh_nhật của bạn là ngày cuối_cùng của tôi . """,13,Không liên quan
458,Nghe_nói tuần sau Kim_Soo_Hyun sẽ đưa ra thông_báo chính_thức . Không biết anh ấy sẽ nói gì ? Liệu anh ấy có phải chịu tiền phạt vi_phạm hợp_đồng không ? Giờ đang đứng ở ngã ba đường rồi .,49,Trung lập
459,"Kim Soo-hyun , 700 triệu won đối_với mày chẳng khác_nào cục kẹo_cao_su 7 won , giờ vứt bỏ Kim Sae-ron à , đúng là đồ hai mặt . Mày xong_đời rồi .",43,Không ủng hộ
460,Chúa phù_hộ bạn,4,Không liên quan
461,"Hồi tiểu_học con gái học cùng lớp , con_bé rất ngoan và hiền_lành . Sau khi đóng phim và nổi_tiếng vẫn rất ngoan . Đến bây_giờ mỗi khi có người hỏi ngoài đường ở khu chung_cư là có phải con_bé đã đóng phim không , tôi vẫn nhớ nụ cười bẽn_lẽn của con_bé",66,Không liên quan
462,Đúng là đồ социопат .,12,Không ủng hộ
463,Đồ tồi_tệ .,4,Không ủng hộ
464,Không có đạo_đức cho nghệ_sĩ .,8,Không ủng hộ
465,"Nghe đi nghe lại ... Lúc dì nói_chuyện , Sese cứ ngắt lời và chỉ nói điều mình muốn nói , thấy bực_bội ghê Tiếc là lẽ_ra nên để dì nói thêm chút nữa .",42,Trung lập
466,Nếu là ở Mỹ thì Moon Hyung-bae đã bị bắt ngay_lập_tức và vào tù rồi .,22,Không liên quan
467,"Bắt_đầu từ độ tuổi học_sinh cấp 2 , 1/4 cuộc_đời ... 6 năm quen nhau ... Chắc_hẳn Sae_Rom đã dựa_dẫm vào anh ta nhiều lắm vì bố cũng không có bên cạnh ... Đến mức nào mà_lại chọn kết_thúc cuộc_đời vào ngày sinh_nhật của anh ta chứ",63,Không ủng hộ
468,Nếu_mà chết vào đúng ngày sinh_nhật thì còn gì để nói nữa .,15,Không liên quan
469,Xin hãy giải_oan cho Kim_Sae_Ron khi còn nhỏ .... Tôi xin bạn đấy .... Tôi quá buồn và chỉ biết khóc thôi ....,29,Không ủng hộ
470,Tuần sau ra thông_báo nhập hội Nếu thế_này mà không hẹn_hò thì Chó đi ngang qua cũng phải cười .,23,Không ủng hộ
471,"Xem cái này mà tôi chỉ thấy tiếc_thương cho người đã khuất ... Bây_giờ Kim_Soo_Hyun đang bị chỉ_trích , nhưng nếu người đã khuất còn sống và sự_thật này được phơi_bày , thì có_lẽ người bị chỉ_trích lại là người đã khuất , và người ta sẽ nói "" Cô sai vì đã gặp loại đàn_ông này , cô sai vì đã lái_xe khi say rượu "" và chỉ_trích cô ấy thậm_tệ ... rồi còn nói cô ấy chỉ quen vì tiền , vậy.vậy ... Kim_Soo_Hyun có_lẽ đã bị gắn mác là "" gái "" và còn khó_khăn hơn_nữa , có_lẽ vì_vậy mà cô ấy đã không_thể nói với ai , và tôi thấy tiếc_thương vì cô ấy đã phải gánh_chịu tất_cả một_mình ... Mong rằng ở kiếp sau , cô ấy sẽ gặp được những người tốt bên cạnh như cha_mẹ tốt , người đàn_ông tốt , người_lớn tốt ... Dù_sao thì kênh Ga_Se_Yeon cũng không đáng tin cho lắm , nhưng lần này thì làm tốt đấy",221,Trung lập
472,Trên sóng cũng cứ nhận là chú bác với mấy đứa 88er hoài ... đúng là cáo_già .,21,Không ủng hộ
473,Kim_Soo_Hyun bán cả linh_hồn ...,9,Không ủng hộ
474,Kim_Soo_Hyun chắc không sang Mỹ được rồi ?,12,Trung lập
475,Thật nghẹn_ngào .,4,Trung lập
476,Từ 1 giờ 18 phút ..... Mấy cái đứa bán linh_hồn cho Trung_Quốc chán_ngắt . 2 ngôi_sao Trung_Quốc bị bán rẻ vì tiền ..... Jeon Ji-hyun và Kim Soo-hyun.,42,Không liên quan
477,"Đang chơi Liên_Minh Huyền_Thoại , và đúng là huyền_thoại thật ...",17,Không liên quan
478,"Nếu Sae_Ron mà thành_công ở chỗ khác thì sẽ lộ ra cái sự kém_cỏi của ả , mà nếu vậy thì mọi thứ sẽ chấm_dứt nên ả mới giữ khư_khư bên cạnh , thao_túng tâm_lý , cố_tình dìm hàng để vùi_dập con_bé hoài Haizzz_Thương_Sae_Ron quá đi thôi , haizzz",71,Không ủng hộ
479,"Nếu hắn ta huỷ_hoại một người phụ_nữ ... thì hắn ta cũng phải trả_giá ... lên như lông_hồng và xuống như chì ... ở đất_nước tôi , người ta gọi hắn là Đồ khốn .",44,Không ủng hộ
480,Wow ... Thật_sự quá đỉnh . Có_thể bị kiện đó ... Wow nội_dung đỉnh thật_sự . Có chắc là YouTuber không vậy ? ? ? Đẳng_cấp này không phải YouTuber rồi ? Thật_sự là nhà_báo chân_chính mà ; ; ; ; Mà sao lại có cái vụ tổng_thống gì đó vậy ? Chỉ đăng riêng phần của Kim_Soo_Hyun thôi_thì sẽ hay hơn nhiều đó .,87,Trung lập
481,Tôi cũng nuôi con nhưng_mà ... không_thể_nào tha_thứ được ! !,15,Không ủng hộ
482,Đây không phải là người .,6,Không liên quan
483,Chắc là đã cố_gắng bám_víu vào sợi dây thừng mục_nát để sống_sót ... < br > Còn trẻ và xinh_đẹp nữa chứ ... thật là ...,32,Trung lập
484,Cái gì mới là sự_thật đây ... Dù_sao thì cũng cảm_nhận được nhiều hơn ... Người đáng sợ hơn cả ma_quỷ .,29,Trung lập
485,Kẻ giết người .,4,Không ủng hộ
486,Thằng tội_phạm mua_dâm trẻ vị_thành_niên ! Kẻ giết người đã hại chết Sae_Ron ! Cả đời_sống trong sự trừng_phạt của trời đi .,33,Không ủng hộ
487,"Ôm hết mọi thứ này rồi bỏ_mạng , Sê_Ron à ... < br > Đã khó_khăn và đau_đớn đến mức nào ? < br > Ở thế_giới bên kia hãy an_nghỉ nhé < br > Những kẻ còn sống , người_trần_mắt_thịt nhất_định sẽ trừng_phạt chúng .",62,Không ủng hộ
488,"Xem mà rơi nước_mắt , không xem tiếp được nữa , đau_lòng quá . Xin đừng như_vậy mà , thật đó .",27,Trung lập
489,Cứu tôi với . _Soo_Hyun à ... nhất_thiết phải làm_vậy sao ?,15,Không ủng hộ
490,_Su_Hyun à . Hãy làm người trước đi đã . Sao mà thương Sae_Ron quá vậy ...,21,Không ủng hộ
491,xin vui_lòng cho phụ_đề tiếng_Anh,8,Không liên quan
492,Mấy cái quảng_cáo của đám người nổi_tiếng chết_tiệt biến hết đi thì hơn ...,19,Không liên quan
493,Cảm_ơn sự vất_vả của đội_ngũ Gaseyeon .,12,Không liên quan
494,"Garo_Sero , chương_trình tuyệt_vời . Tuyệt nhất . Tuyệt_đối phản_đối luận_tội . Yêu_cầu lùng bắt các thế_lực thân Trung_Quốc , theo chủ_nghĩa thân Triều_Tiên và ban_bố lệnh khai_sáng để người_dân học_tập . Tổng_thống Yoon cần tái đắc_cử để tiêu_diệt hoàn_toàn đảng cộng_sản .",71,Không liên quan
495,"Vì thằng Yongseok mà tôi đã cắt đứt với Gaseyeon , nhưng quả_nhiên không_thể không cảm_động trước sự vất_vả của đại_diện Kim Se-eui , người đi đầu trong việc thực_hiện xã_hội công_bằng , nên tôi đã quay lại đây Gaseyeon_Fighting",61,Không liên quan
496,"Tôi không_thể hiểu nổi hành_vi của Kim_Soo_Hyun , người đã đẩy người_yêu mà anh ta từng yêu đến bước_đường cùng . Tôi rất đau_lòng khi nghĩ đến việc người đã khuất phải mang theo bao_nhiêu hận_thù đến_nỗi qua_đời vào đúng ngày sinh_nhật của Kim_Soo_Hyun .",59,Không ủng hộ
497,Won_Bin - Ajussi_Chú_Kim_Soo Hyun - Gaejussi_Thằng chú chó_má Đúng rồi ...,25,Không ủng hộ
498,"Chắc_chắn là lúc hẹn_hò hai người có 주고받은_카톡 , cho xem hết đi ạ . Để khỏi nói lời khác ... Nếu là sự_thật thì đúng là ác_quỷ không hơn không kém .",43,Không ủng hộ
499,Chắc phải xem_lại thôi . Kim_Soo_Hyun .,10,Trung lập
500,Dịch cho tụi tao phụ_đề tiếng Anh đi ! ...,11,Không liên quan
501,"Xinh quá , Sae_Ron ơi .",8,Không liên quan
502,"Anh G-Dragon à , làm_ơn dứt_điểm nhanh đi ạ . Dứt là đáp_án đấy ạ ! ! ! ! ! ! ! !",27,Không liên quan
503,Túi_Linuï có lý_do gì để đắt đến vậy không ? Chẳng_lẽ là để rửa_tiền ? ? ?,25,Không liên quan
504,Tôi thực_sự ước gì cô ấy đã ở đây ... cô ấy thực_sự không đáng phải chết . Tim tôi rất đau vì cô ấy . Tôi hy_vọng giờ cô ấy đã được yên_nghỉ . Mong mọi sự_thật sẽ được đưa ra ánh_sáng .,51,Trung lập
505,Tôi thực_sự ước gì cô ấy ở đây … cô ấy thực_sự không đáng phải chết . Tim tôi đau_nhói vì cô ấy rất nhiều . Tôi hy_vọng giờ cô ấy được an yên . Mong mọi sự_thật sẽ được phơi_bày ra ánh_sáng .,53,Trung lập
506,Đừng bao_giờ tin vào hình_tượng của người nổi_tiếng .,12,Trung lập
507,Quả_nhiên là Gaseyeon . Cảm_ơn vì đã nỗ_lực đưa tin sự_thật và lần này cũng đã trở_thành tiếng_nói của sự_thật .,31,Ủng hộ
508,"Nhớ đến Lee Kyeong-yeong , Go Young-wook ghê .",14,Không ủng hộ
509,Thật quá thất_vọng . < br > Tôi là fan của Kim_Soo_Hyun mà ... thật bất_ngờ . < br > Đây đúng là cú sốc .,31,Không ủng hộ
510,"Mấy đứa đi listening party của G-Dragon cũng là lũ fan cuồng cả thôi , chơi với nhau cả đấy .",24,Không liên quan
511,Thương Kim_Sae_Ron quá ... Đến cuối_cùng vẫn giữ im_lặng mà ra đi ...,18,Không ủng hộ
512,"Wow ...... , , , < br > Không còn gì để nói nữa !",18,Không liên quan
513,"Kim_Soo_Hyun đã giết chết một sinh_mạng rồi ... Haizz ... Kiếm được 90 tỷ won mà có 700 triệu won cũng ... Haizz , đồ con_người . Không thấy Sae_Ron đáng thương à ? Không_thể bênh_vực được . Gặp nhau từ khi còn vị_thành_niên mà đến mức đó cũng không lo được à ?",69,Không ủng hộ
514,Kim_Sae_Ron tốt_bụng thật .,8,Không liên quan
515,Tôi cần phụ_đề tiếng Anh .,6,Không liên quan
516,Hình_như vẫn còn nhiều người chưa tỉnh_táo . Cần thứ gì đó mạnh_mẽ hơn_nữa .,19,Không ủng hộ
517,"Mọi người thấy đó , tôi đang chụp màn_hình và dịch vì Kim_Sae_Ron xứng_đáng được công_lý .",23,Ủng hộ
518,Chắc Won_Bin biết hết rồi ...,9,Không liên quan
519,Biết hết mọi thứ hả hahaha Won_Bin là thần chắc ?,16,Không liên quan
520,Vẫn còn ai bênh_vực Kim_soo hyun không ? Và những người bắt_nạt Saeron vẫn còn đó chứ ?,23,Không ủng hộ
521,"Kim_Soo_Hyun làm đại_sứ quảng_bá Seoul à , nổi cả da_gà . Hoá_ra là một tên thái nhân_cách bệnh_hoạn . Xin hãy nhìn vào nhân_cách trước khi chọn người đi .",41,Không ủng hộ
522,Đm_Soomen_Soomen đồ thần_kinh ! ! !,13,Không liên quan
523,Tôi thấy xấu_hổ vì đã từng là fan của anh . Mong anh trả lại hết số tiền đã kiếm được trong thời_gian qua và rời đi .,30,Không ủng hộ
524,Đồ khốn nhà_ngươi .,5,Không ủng hộ
525,"Việc hẹn_hò với nữ diễn_viên đóng chung phim là thật , nhưng khi nữ diễn_viên đó bị mất điểm trong mắt công_chúng , anh ta đã tung video thể_hiện sự lạnh_lùng với cô ấy lên YouTube ... Một trưởng ban giải_trí đã qua_đời từng nói về đời tư dơ_bẩn của nam diễn_viên này .",67,Không ủng hộ
526,"Những con quỷ thật_sự tồn_tại trên thế_giới này , và những gì bạn làm còn vượt quá cả quỷ dữ .",24,Không ủng hộ
527,Kim_Sae_Ron phải được minh_oan và Kim_Seon_Ho không được phép xuất_hiện trở_lại .,21,Không liên quan
528,Thật đáng xấu_hổ khi người ta chỉ cố_gắng thấu_hiểu khi ai đó qua_đời .,18,Trung lập
529,Đáng sợ thật ... Nhiều tiền như_thế mà_lại đi làm với trẻ_con .,17,Không ủng hộ
530,Tôi không dịch được,4,Không liên quan
531,Ấu dâm,3,Không ủng hộ
532,Giới giải_trí không_chỉ đơn_thuần là bẩn_thỉu nữa rồi .,15,Trung lập
533,Có ai ở đây không hiểu người ta nói gì nhưng vẫn xem không ?,16,Không liên quan
534,Rốt_cuộc là còn bao_nhiêu điều mà anh muốn giấu diếm nữa ?,16,Không ủng hộ
535,"Rồi một ngày nào đó cũng sẽ bị lãng_quên thôi nhưng chắc sau_này tôi không_thể nhập_tâm xem phim của người này được nữa rồi . Cũng đâu phải là diễn_viên mới vào nghề , mọi quyền quyết_định đều nằm trong tay mà ... Thật_sự nổi da_gà vì khoảng_cách giữa hình_tượng được tạo ra và nhân_cách thật quá lớn .",72,Không ủng hộ
536,"Tôi không phải là fan của người đã khuất , ngược_lại còn thấy các tác_phẩm gần đây của nam diễn_viên khá thú_vị . Khách_quan mà nói thì rõ_ràng là họ đã từng yêu nhau , nhưng cách ứng_xử thật đáng tiếc . Dù_sao đi_nữa , đến đám_tang cũng không đến thì không được rồi .",70,Không ủng hộ
537,"Một thằng kiếm được mấy trăm tỷ , lại đi đòi 700 triệu từ một đứa trẻ đang bị dồn vào đường cùng , từng có quan_hệ mật_thiết , ăn_sung_mặc_sướng ... Cuối_cùng dẫn đến cái chết ... Nếu là sự_thật thì không phải là con_người .",59,Không ủng hộ
538,"Tôi là một mô_hình ngôn_ngữ lớn , tôi không_thể tạo phụ_đề video . Tôi chỉ có_thể dịch văn_bản . Bạn có muốn tôi dịch gì không ?",36,Không liên quan
539,Tôi hy_vọng sự_thật sẽ được phơi_bày vì những gia_đình vẫn còn đang đau_khổ . Xin thành_kính phân_ưu .,25,Trung lập
540,"Những gì bạn thấy có_thể không phải là những gì nó thể_hiện , vì_vậy bạn có_thể đang nhìn hoặc không nhìn thấy gì cả .",30,Trung lập
541,Jeon Ji-hyun cũng xuống_dốc ... đi thôi .,13,Không liên quan
542,Cha_mẹ đã nuôi dạy con_cái thành quái_vật . Vấn_đề là ở bố_mẹ của Kim Soo-hyun à ?,24,Không liên quan
543,Có phải Choi Woo-shik đã nhìn trước được mấy nước cờ rồi không vậy ...,19,Trung lập
544,"Thật_sự là dù có nổi_tiếng đến đâu đi_nữa , những người nổi_tiếng mà tôi không thích kiểu gì cũng có phốt hoặc là rác_rưởi . ㅇㅇ",34,Không ủng hộ
545,"Có cảm_giác không thích từ trước rồi , ai_ngờ lại là loại người này .",19,Không ủng hộ
546,"Anh ơi , cứu em với , và Saeron đã chết . Tại_sao Kim Soo-hyun lại không đến viếng tang_lễ vào ngày sinh_nhật của Kim Soo-hyun ?",38,Không ủng hộ
547,"Tôi cảm_ơn sự dũng_cảm của Kim Se-eui. Nếu không có Kim Se-eui , linh_hồn của cô bé_nhỏ bé , yếu_ớt có_lẽ đã cô_đơn đến phút cuối_cùng . Cảm_ơn bạn .",45,Ủng hộ
548,"Kim_Sae_Ron từ nhỏ đã phải chịu sự đố_kỵ , ghen_ghét từ những bạn nữ đồng trang_lứa ... chắc_hẳn trái_tim đã đầy những vết_thương . Mày đã làm cái quái gì với cuộc_đời của một cô bé tuổi teen mỏng_manh và nhạy_cảm vậy hả ... Mày không sợ cái ngày mà mày phải đứng trước toà phán_xét của Chúa sao ? Còn nữa , mày lừa_dối công_chúng ... Mày coi_thường thế_gian đến vậy à ? Đây thật_sự là vụ_việc tồi_tệ nhất trong số những vụ_việc mà tao từng thấy . Thật_sự là quá tệ .",120,Không ủng hộ
549,900억 thì bán cả linh_hồn cũng được chứ đùa à,12,Không liên quan
550,Cố lên GaSeYeon !,7,Không liên quan
551,"Mọi người ơi , ghét thật_sự , tôi không hiểu tiếng Hàn",14,Không liên quan
552,Hết phim mày rồi Kim_soo hyun,7,Không ủng hộ
553,Thật đau_lòng và xót_xa . Xin thành_kính phân_ưu .,13,Không liên quan
554,Đã đến được Mỹ rồi ! ! !,10,Không liên quan
555,"Kim_So_Hyun , hoá_ra cậu không phải là người à TẨY_CHAY",20,Không ủng hộ
556,"Chắc hôm đó gã này tán_tỉnh được một em trong NewJeans rồi . NewJeans ngây_thơ ơi , tránh xa lũ sói đi nhé .",33,Không ủng hộ
557,Woah ... Có_vẻ như ở nước_ngoài cũng quan_tâm nhiều ghê . Nhiều người nước_ngoài đổ_xô vào bình_luận quá_trời .,28,Trung lập
558,Người bình_thường thì là cưỡng_hiếp khi không có khả_năng kháng_cự và phải ngồi_tù . Kim Soo-hyun là người nổi_tiếng nên được châm_chước à ?,33,Không ủng hộ
559,Thương cô ấy quá Xin hãy giúp cô ấy,9,Không ủng hộ
560,Tôi cần nó bằng tiếng Tây_Ban_Nha .,9,Không liên quan
561,Kim Se-ui là một nhân_vật quá lớn để YouTube có_thể kiểm_soát .,18,Không liên quan
562,Kim_soo hyun đồ quỷ_quyệt,6,Không ủng hộ
563,Công_lý cho Sae-ron của chúng_ta,9,Không ủng hộ
564,Quá sốc .,3,Trung lập
565,"Liệu điều này có tiếp_diễn không ? Tôi không biết , tôi rất mong_chờ nó .",20,Trung lập
566,"Tôi ghét_cay_ghét_đắng bọn GaSeYeon với lũ 2zik , nhưng lần này thì thấy làm tốt đấy .",24,Không ủng hộ
567,"Tôi đã thấy ác_quỷ . < br > Su-hyeon à , < br > Cái loại như Lee Jae-myung ...",27,Không liên quan
568,Kim Soo-hyun nổi da_gà thật .,9,Không ủng hộ
569,Với_Soo_Hyun thì 700 triệu won chỉ là tiền_lẻ ... Sao lại đi đòi cô Sae_Ron làm gì ...,25,Không ủng hộ
570,Tôi không tìm thấy bình_luận tiếng Anh nào ở đây cả,12,Không liên quan
571,"Thương Sae_Ron quá Chị ấy là một diễn_viên tuyệt_vời , tôi yêu diễn_xuất của chị ấy",23,Không ủng hộ
572,"Nếu_mà yêu nhau từ năm 15 tuổi , suốt 6 năm trời ... thì chắc_hẳn là người đàn_ông đã cho đi tất_cả . Cô ấy hẳn phải buồn lắm ... < br > Cảm_giác bị phản_bội như trời sập ... ha ... < br > Đau_lòng quá .",61,Không ủng hộ
573,Vui_lòng dịch .,4,Không liên quan
574,Hàn_Quốc Roemit,5,Không liên quan
575,"Mấy đứa trong ảnh sinh_nhật đứa nào trông cũng như đứa nào , haizz .",18,Không liên quan
576,Xin vui_lòng cho phụ_đề tiếng Anh .,8,Không liên quan
577,Showbiz_Hàn thật_sự quá hỗn_loạn,7,Trung lập
578,"Dispatch và Lee Jin-ho luôn cho cảm_giác có quan_điểm khá giống nhau . Không hiểu sao nữa , cứ như là nghe chuyện từ đâu_đó rồi nói lại vậy .",36,Trung lập
579,Gaseyeon đã làm_nên chuyện lớn rồi .,11,Không liên quan
580,Uầy .... Tức điên người Bực_mình nữa .... uầy ....,17,Không liên quan
581,Có phải Shin_Madam là người đã gây ra cái chết của Choi_Jin_Sil không ?,20,Không liên quan
582,Lee Jin-ho đáng bị trời phạt ! ! !,11,Không liên quan
583,"Kim Soo-hyun , Lee Jin-ho , Kang Kyung-yoon hãy nhận lấy sự trừng_phạt của trời đi , hãy làm sáng_tỏ lại vụ_việc rượu gạo Young_Tak đi ! ! !",40,Không ủng hộ
584,Đây hả ?,3,Không liên quan
585,Lắm trò thật . Haizz .,7,Trung lập
586,"Sae_Ron à ... Tâm_hồn ngây_thơ đã chết và rời khỏi thế_giới này rồi . Thật_sự quá thương_tâm , tôi rơi cả nước_mắt . Thương quá phải làm_sao đây . Người ta đã chết mất rồi .",48,Không liên quan
587,Nếu đây là sự_thật thì sốc đến mức không nói nên lời ...,15,Trung lập
588,"Đoạn "" con gái thì chuộng Chanel , con trai thì chuộng Linoui "" làm tôi cười_phá lên",22,Không liên quan
589,Mọi việc rồi sẽ đâu_vào_đấy .,8,Trung lập
590,"Bấy_lâu_nay xây_dựng hình_tượng giỏi thật Kim_Soo_Hyun đỉnh thật_sự , đúng là ác_quỷ mà .",23,Không ủng hộ
591,Vui_lòng cho xin phụ_đề .,7,Không liên quan
