ID,Token Count,Comment Text,Label
655,133,"Mọi người ơi anh ấy không có tội gì đâu , dừng lại đi ! ! ! Cô ấy tự_tử chứ không phải anh ấy giết cô ấy ! ! ! Đừng tìm người chịu tội nữa , cô ấy yếu_đuối nên mới vậy ! Cô ấy tự_tử đó mọi người ! ! ! ! Cô ấy nợ_nần , gặp nhiều vấn_đề sau khi bị bắt vì lái_xe say_xỉn . Chuyện này xảy ra nhiều ở Hàn_Quốc . Chưa kể đến việc bị tẩy_chay vì bất_cứ điều gì .",Ủng hộ
656,8,Tại_sao chỉ có mình anh ta là người có tội ?,Trung lập
657,49,"Làm_ơn cho hỏi làm_sao và tại_sao cô ấy lại nợ đến 700 triệu đô khi còn trẻ như_vậy , tôi là người mới ở đây , đó là một khoản nợ khổng_lồ , đó là nợ học_phí hay sao ?",Trung lập
658,25,Hèn_chi anh ta nói muốn kết_hôn khi 41 tuổi còn cô gái mới 21 tuổi .,Không ủng hộ
659,4,Chuyện gì đã xảy ra,Trung lập
660,10,Ai đó có_thể giải_thích cho tôi về Elaine được không ? Làm_ơn .,Không liên quan
661,35,Mẹ_kiếp ... ngày nào tao cũng phải thất_vọng về ai đó trong giới giải_trí Hàn_Quốc ... Trước_đây tao từng thích hắn .,Không ủng hộ
662,10,""" Ăn mật nhả bã . """,Không ủng hộ
663,48,"Dù là một fan lớn của Kim_Soo_Hyun đến đâu , tôi sẽ không ủng_hộ diễn_viên hẹn_hò với trẻ vị_thành_niên . Nếu điều đó được chứng_minh là sự_thật , tôi hy_vọng anh ta sẽ bị tẩy_chay .",Không ủng hộ
664,10,Sao giờ Saron mới xuất_hiện ?,Trung lập
665,8,"Ôi lạy Chúa , xin hãy trừng_phạt anh ta đi .",Không ủng hộ
666,49,"Đừng tỏ ra như_thể đây là lần đầu bạn thấy khoảng_cách tuổi_tác lớn giữa người với người , chuyện này xảy ra trên toàn thế_giới , một_số người đàn_ông lớn_tuổi hoặc giàu_có nổi_tiếng đang hẹn_hò với những phụ_nữ trẻ hơn rất nhiều .",Trung lập
667,49,Tôi mong linh_hồn của Seron sẽ ám_ảnh bạn mãi_mãi . Mong cô ấy khiến bạn không_thể ngủ vào ban_đêm . Nghiệp sẽ đến thôi .,Không ủng hộ
668,20,"Mọi người nên để Kim yên , anh ấy không làm gì cả .",Ủng hộ
669,22,"Kim_Sae_Ron , không hiểu mày nghĩ cái gì mà_lại chấp_nhận hắn ta vậy trời .",Không ủng hộ
670,7,Lữ_đoàn,Không liên quan
671,3,15 ? ?,Không liên quan
672,10,700 triệu won không phải là trò_đùa đâu .,Trung lập
673,26,"Những thứ đó ở lại với một người , về mặt tâm_lý . Ảnh_hưởng đến sức_khoẻ tinh_thần của một người .",Trung lập
674,121,"Về cái bình_luận "" ngay cả công_ty cũng bảo cô ta là phải trả tiền cho họ mà cô ta không có "" thì dĩ_nhiên là họ bảo cô ta trả tiền vì cô ta đã lấy của công_ty tận 7 triệu rồi còn gì !",Không ủng hộ
675,21,""" Mấy người đang cố huỷ_hoại người này à "" Sao mấy người lại bảo_vệ anh ta vậy ?",Không ủng hộ
676,9,CÁI GÌ ... LÀ ANH TA,Không ủng hộ
677,46,"Cái giá phải trả là cả mạng sống của cô ấy , thậm_chí mạng sống của cô ấy còn đáng_giá hơn thế ... Thật buồn khi một mạng người cùng gia_đình cô ấy bị huỷ_hoại bởi trò_chơi tâm_trí của hắn ... Hãy yên_nghỉ nhé Saeron ...",Không ủng hộ
678,120,"Tôi đã từng nghĩ , nếu có một Idol nổi_tiếng qua_đời thì cảm_giác sẽ như_thế_nào , và khi Moonbin mất , tôi đã khóc rất nhiều , buồn lắm . Rồi tôi lại nghĩ , nếu có một diễn_viên mà ai cũng biết và đang nổi_đình_đám , rồi đột_nhiên gặp phải một vấn_đề lớn thì cảm_giác sẽ như_thế_nào . Và rồi điều đó lại xảy ra , hụt_hẫng và thất_vọng không tả xiết .",Trung lập
679,29,Tao không bênh ai cả nhưng_mà có bằng_chứng nào cho thấy họ hẹn_hò không ?,Trung lập
680,10,Xin vui_lòng cho tôi biết chuyện gì đã xảy ra .,Trung lập
681,22,Tôi muốn xem tất_cả bênh_vực hắn ta thế_nào . Đã xác_nhận rồi nhé .,Không ủng hộ
682,4,[ Ảnh ],Không liên quan
683,14,"Ôi trời_ơi , ở hang_động của tôi , GBS đã nói .",Không liên quan
684,71,"Không có một lượng chắc_chắn nào , thậm_chí không phải là số_lượng , chỉ là một_vài người trong ngành Không-pop ở ngành công_nghiệp Mỹ như kiểu không có sự tin_tưởng , chúng_ta không biết những người này , chúng_ta không biết_điều gì xảy ra đằng sau hậu_trường .",Không liên quan
685,24,15 của YG trong bóng_tối à it kek ciquita . Thành_phố này trẻ_con quá .,Không liên quan
686,5,Bài hát thiếu_nhi Hàn_Quốc,Không liên quan
687,18,"Mọi người ơi , làm_ơn ai đó giải_thích đi ạ ? Làm_ơn đó .",Trung lập
688,9,Chuyện gì đã xảy ra vậy ? ?,Trung lập
689,32,"Không có gì để nói ngoài việc mẹ tôi bắt_đầu hẹn_hò năm 14 tuổi và ông ấy 27 , nhưng tôi biết_điều này không bình_thường .",Không ủng hộ
690,20,"việc cô ấy tự mình làm khi mới chỉ 24 tuổi , tôi xin_lỗi , yên_nghỉ nhé",Không liên quan
691,7,Cuối_cùng cũng hai_mươi chín .,Không liên quan
692,7,Ôi trời_ơi !,Không liên quan
693,48,"Thật đau_lòng khi biết rằng những diễn_viên yêu thích của chúng_ta thực_sự là một lũ cặn_bã , hầu_hết các diễn_viên Hàn_Quốc đều có những bí_mật đen_tối trong quá_khứ .",Không ủng hộ
694,14,"Không , cô ấy 19 tuổi vào thời_điểm đó nên tin_tức 15 tuổi là giả .",Trung lập
695,24,"Tôi nghĩ là lúc bắt_đầu hẹn_hò cô ấy 15 còn anh kia 27 , nhưng trong ảnh thì trông cô ấy không phải 15 tuổi .",Trung lập
696,13,Ai đó cho tôi biết chuyện gì đang xảy ra vậy,Trung lập
697,26,"Hãy tìm những bức ảnh của cô ấy thời đó , trông như mới 10 tuổi .",Không ủng hộ
698,29,""" Bố_mẹ bỏ mặc , cô ấy làm_vậy vì cô ấy muốn "" người_lớn là anh ta đó mọi người .",Không ủng hộ
699,6,Chuyện gì đã xảy ra ? ?,Trung lập
700,63,"Anh ấy đã sản_xuất một bộ phim về con_người thật của mình tên là "" REAL "" và nó đã thất_bại vì mọi người không muốn nhìn thấy anh ấy dưới ánh_sáng đó , và nữ chính , Sulli , đã hứng_chịu sự chỉ_trích thay vào đó và cũng đã tự_tử .",Không ủng hộ
701,42,"Phải chờ_đợi các cuộc điều_tra được thực_hiện trước và sự_thật được làm sáng_tỏ , đừng suy_đoán trước .",Trung lập
702,4,Anh ấy đỉnh thật .,Ủng hộ
703,35,"Tôi không đặt tay vào lửa vì đàn_ông , mọi người đều biết trai đẹp ở Hàn_Quốc hành_xử thế_nào mà !",Không ủng hộ
704,32,Lỗi của các bạn là nghĩ rằng các diễn_viên giống với nhân_vật mà họ đóng ! !,Không liên quan
705,7,Tôi chưa bao_giờ thích hắn .,Không ủng hộ
706,8,Anh ta đúng là thuộc phe bóng_tối .,Không ủng hộ
707,17,Tôi không biết ai đó tóm_tắt nội_dung chính .,Trung lập
708,5,Giải_thích ?,Trung lập
709,12,Chẳng phải tất_cả chúng_ta đều biết_điều này rồi sao ?,Trung lập
710,53,"Nhưng_mà bố_mẹ cô ấy biết chuyện gì đang xảy ra , và đáng_lẽ ra họ phải làm rõ chuyện đó vào thời_điểm đó , nhưng tất_nhiên là cô ấy phải qua_đời thì họ mới đem chuyện này ra ánh_sáng .",Không ủng hộ
711,15,Đừng lãng_mạn_hoá bọn ấu dâm nữa .,Không ủng hộ
712,8,ĐỈNHHHHH,Không liên quan
713,15,Đến đám_tang của cô ấy anh ta cũng không thèm đi .,Không ủng hộ
714,23,Đây là lý_do tại_sao hầu_hết diễn_viên Hàn_Quốc tự_tử .,Không liên quan
715,31,Người đoạt huy_chương vàng đã trả 700 triệu won để khiến Kim_Sae_Ron gặp rắc_rối . Suhyun đã không trả phần của mình .,Không ủng hộ
716,4,OAAAAA,Không liên quan
717,7,"Không , cô ấy 19 tuổi .",Trung lập
718,24,Thật không_thể chịu nổi những người vẫn tiếp_tục bảo_vệ anh ta đến_cùng .,Không ủng hộ
719,17,Mong sao hắn bị tống vào tù_và ở đó mãi_mãi .,Không ủng hộ
720,11,Tôi chưa bao_giờ có cảm_giác tốt về người đó .,Không ủng hộ
721,16,"Mấy ông ơi , cô ấy chết rồi à ? Chuyện gì đang xảy ra vậy ?",Trung lập
722,199,"Còn ở nước các bạn thì không có những chuyện như_vậy à . Ở nước tôi thì có đấy . Các bé gái 14 , 15 tuổi hẹn_hò với đàn_ông lớn_tuổi , thậm_chí còn lớn hơn nhiều . Tôi không phải là fan của anh ta . Tôi chỉ muốn bình_luận khi thấy những vụ bê_bối này . Vì anh ta là người nổi_tiếng nên đây là một vụ bê_bối lớn . Nhưng nếu chúng_ta để_ý thì có rất nhiều cô gái trẻ yêu đàn_ông lớn_tuổi . Thật_ra thì em_gái tôi đã yêu một người 40 tuổi . Tôi đã bảo nó tránh xa ra nhưng nó không chịu và bây_giờ thì suốt ngày khóc_lóc vì bố_mẹ tôi không cho_phép , cuối_cùng nó đã bỏ trốn và giờ thì đang mang thai , rất buồn nhưng đó là sự_thật .",Trung lập
723,17,Người đàn_ông muốn có một đứa trẻ trong bộ phim sắp tới của Kim_Soo_Hyun .,Không liên quan
724,5,Cho xin bối_cảnh đi .,Không liên quan
725,5,Chuyện gì đã xảy ra vậy,Trung lập
726,48,"Tôi chưa từng thích anh ta trong một bộ phim_truyền_hình Hàn_Quốc nào cả . Mà tôi lại thích nhiều diễn_viên khác đấy . Với anh ta , luôn có điều gì đó khiến tôi khó_chịu , giờ thì tôi biết rồi .",Không ủng hộ
727,4,Có chuyện gì vậy,Trung lập
728,10,Tại_sao họ kiện cô ấy ?,Trung lập
729,41,"Tôi hiểu mối quan_hệ là do cả hai bên tự_nguyện mặc_dù nó kỳ_lạ , nhưng anh ta kiện cô ấy đòi 700 triệu won á ? ! ! Vì cái gì vậy",Không ủng hộ
730,23,Tôi đã từng phát cuồng vì anh ta trong Nữ_Hoàng Seondeok nhưng giờ thì ? Không bao_giờ có chuyện đó nữa .,Không ủng hộ
731,8,Thằng đó đáng sợ thật .,Không ủng hộ
732,63,"Những bức ảnh và việc anh ấy hết_lòng vào ngày sinh_nhật của cô ấy nói lên rất nhiều điều , thêm vào đó những cuộc phỏng_vấn của anh ấy nói về việc hẹn_hò với những cô gái trẻ hơn anh ấy 20 tuổi , thật kinh_tởm .",Không ủng hộ
733,10,Tôi khá là thích mấy chương_trình TV của ông ấy,Không liên quan
734,3,Cái gì ...,Không liên quan
735,50,"Trời ạ , chỉ có 6 tuổi thôi mà , ở Brazil đầy đứa 13 tuổi yêu mấy anh 20 còn chẳng ai nói gì , chỉ vì anh ta là người Hàn_Quốc nên mới làm quá lên vậy thôi .",Không ủng hộ
736,37,Những người còn bênh_vực hắn vẫn khiến tôi phát ớn . Chính các người là lý_do cô ấy không bao_giờ có_thể lên_tiếng khi còn sống .,Không ủng hộ
737,8,Anh ta 27 còn cô ấy 15,Không ủng hộ
738,48,Bạn nghĩ công_ty của anh ta đủ ngu_ngốc để ủng_hộ anh ta nếu anh ta có quan_hệ với một cô gái trẻ ... tôi tin vào sự_thật và sự_thật không phải là những gì tôi thấy trên mạng xã_hội .,Ủng hộ
739,26,"MỞ TO MẮT RA ĐI , Lạy_CHÚA , VẺ BỀ_NGOÀI LÀ DỐI_TRÁ",Không ủng hộ
740,12,Làm_ơn cho tôi biết chuyện gì đã xảy ra với ạ .,Trung lập
741,69,"Tôi hiểu chuyện anh ta qua_lại với trẻ vị_thành_niên , nhưng anh ta không có lỗi trong vụ tự_tử này ... Tôi thấy nhiều người tức_giận , nhưng tôi xin nhắc lại rằng ở đất_nước của chính các bạn cũng có những vấn_đề tương_tự và các bạn chẳng làm gì cả ...",Ủng hộ
742,17,"Ôi trời_ơi , truyền_thông Hàn_Quốc muốn anh ấy tự_sát ư ? ?",Ủng hộ
743,5,Hắn ta thật kinh_tởm .,Không ủng hộ
744,65,"Anh bạn à , hắn ta thực_sự cần phải trả_giá cho mọi thứ hắn đã gây ra cho cô ấy , thực_sự đấy , vì hắn 27 còn cô ấy 16 . Trời ạ , cô ấy còn quá trẻ . Cô ấy thực_sự là một người_mẫu và hắn đã bảo cô ấy từ_bỏ sự_nghiệp người_mẫu của mình .",Không ủng hộ
745,8,Mong Kim Sae-ron yên_nghỉ .,Không liên quan
746,23,Đây là lý_do quái_dị khiến tôi không thích xem phim tình_cảm lãng_mạn Hàn_Quốc .,Không liên quan
747,7,Chúng_tôi cần bằng_chứng .,Trung lập
748,24,"Ôi Rimu ơi , tránh ra hết đi , một_mình tao ngắm Kim_Soo_Hyun thôi .",Không liên quan
749,73,Bố_mẹ đã nhìn đi đâu khi con gái vị_thành_niên của họ hẹn_hò với một gã đàn_ông 27 tuổi ?,Không ủng hộ
750,14,Bạn biết là tệ đến mức nào khi họ dùng âm_thanh này rồi đấy .,Không liên quan
751,59,"Cô ấy muốn chết và đã tự_tử vào ngày sinh_nhật của anh ấy . Giờ dì cô ấy có_thể đứng ra và đưa ra những cáo_buộc sai sự_thật về anh_chàng đó , trong khi những người bắt_nạt cô ấy trên mạng thì lại được tha .",Ủng hộ
752,39,Có ai đó có_thể cho tôi biết tại_sao cô ấy lại để người khác bình_luận ghét_bỏ mình trong suốt buổi QOT ( hỏi_đáp ) nếu cô ấy có bằng_chứng Kim_Soo_Hyun là ấu dâm không ?,Trung lập
753,64,Chuyện này được lên kế_hoạch từ trước chỉ để huỷ_hoại sự_nghiệp của anh ta . Bạn hẹn_hò với anh ta từ lâu nhưng chưa từng có cơ_hội đăng bài về anh ta . Cảm_giác như có âm_mưu trong những câu_chuyện này .,Ủng hộ
754,57,"Đàn_ông trong phần bình_luận nói rằng điều đó không sao thì không làm tôi ngạc_nhiên , đúng là những kẻ biến_thái . Nhưng phụ_nữ thì thật_sự ! Hoặc là bạn còn nhỏ và chưa trưởng_thành , hoặc tôi thấy tiếc cho bạn .",Không ủng hộ
755,45,"Việc cô ấy vô_tình đăng ảnh cả hai người họ cùng nhau năm_ngoái như một gợi_ý , rồi qua_đời vào đúng ngày sinh_nhật của anh ấy năm nay , mọi người nên biết_điều này ...",Trung lập
756,4,Cái này là về cái gì vậy ?,Không liên quan
757,3,Cái gì ?,Không liên quan
758,5,Kim_Soo_Hyun đến từ Israel,Không liên quan
759,14,"Ừ , tôi hy_vọng là xong_đời hắn . Đê_tiện .",Không ủng hộ
760,77,"Bức ảnh cô ấy được hôn lên má , chiếc áo cô ấy mặc là từ năm 2019 , còn anh ta nói bức ảnh từ năm 2016 , nghĩa_là cô ấy 19 tuổi .",Không ủng hộ
761,6,Thật vậy sao,Trung lập
762,34,"Việc tôi là một fan cứng của bộ phim_truyền_hình Hàn_Quốc của anh ấy và là diễn_viên yêu thích của tôi , tôi không_thể tin được anh ấy lại làm điều này !",Không ủng hộ
763,5,Chuyện gì đã xảy ra vậy ?,Trung lập
764,4,elain ? ?,Không liên quan
765,5,Trông như một bộ phim_truyền_hình Hàn_Quốc,Không liên quan
766,4,Để tôi im_lặng .,Không liên quan
767,8,Cảm_giác như một vụ ly_hôn kiểu Anh .,Không liên quan
768,4,Ôi trời ạ,Không liên quan
769,5,Chuyện gì đã xảy ra vậy ?,Trung lập
770,14,Việc này thì liên_quan gì đến cái chết của anh ấy ?,Không liên quan
771,102,"Người tử_tế nào lại đi hẹn_hò với một đứa trẻ 15 tuổi chứ , chẳng có gì để nói , khác nhau về quan_điểm sống . Chỉ có nước đi trông trẻ thôi .",Không ủng hộ
772,7,Tuổi_tác chỉ là một con_số thôi .,Trung lập
773,32,Tao không ghét ai cho đến khi có bằng_chứng vì theo ý_kiến của tao làm thế_là ngu_ngốc .,Trung lập
774,18,Việc cô ấy tự_tử vào đúng ngày sinh_nhật của anh ta là đủ bằng_chứng rồi .,Không ủng hộ
775,69,"Tôi đã không muốn tin những tin_đồn về họ , nhưng khi cô ấy chết vào ngày sinh_nhật của anh ta , đó không phải là sự trùng_hợp ngẫu_nhiên . Đặc_biệt đó lại là một vụ tự_tử vào ngày sinh_nhật của anh ta ! Đó không phải là một điều ngẫu_nhiên .",Không ủng hộ
776,39,"Câu hỏi của tôi là làm_sao cô ấy có_thể giữ được mối quan_hệ sáu năm với anh ta khi cô ấy 15 và anh ta 27 , điều đó thật đáng lo_ngại .",Không ủng hộ
777,15,Kem nền lừa_dối Rouge ?,Không liên quan
778,11,Nhưng_mà anh ta kiện cô ta vì cái gì vậy ?,Trung lập
779,45,"không , hầu_hết bạn nên tự mình làm đi . Không có bằng_chứng trực_tiếp hay gián_tiếp nào đâu , hãy nghĩ về điều đó đi , kiếm hàng triệu đô_la và cố_gắng tống_tiền .",Trung lập
780,13,Tôi vẫn không biết anh ta đã làm_gì,Trung lập
781,54,"Từ cái ngày mà tôi thấy hắn 15 năm trước , tôi đã cảm_thấy hắn không được ưa , cảm_giác như sau lưng hắn có một tai_hoạ , và quả_thật là hắn là Bedo .",Không ủng hộ
782,6,Kia có phải Bae_Rona không kìa,Không liên quan
783,15,Sao mấy người bênh Kim_Soo_Hyun hề hước vậy ?,Không ủng hộ
784,52,"Tôi cảm_thấy rất khó_chịu khi xem anh ta diễn với nữ diễn_viên nhí trong bộ phim này . Anh ta thể_hiện sự quan_tâm đến cô bé hơn là phiên_bản trưởng_thành của cô ấy , điều này thật kỳ_lạ vì Jun_Ji_Hyun rất xinh_đẹp .",Không ủng hộ
785,9,Yêu anh Kim_Soo_Hyun bất_kể thế_nào .,Ủng hộ
786,42,Tôi là một người hâm_mộ của Kim_Soo_Hyun vì phong_cách diễn_xuất trong phim_truyền_hình của anh ấy và nếu những lời buộc_tội đều là sự_thật thì điều đó thật tệ nhưng tôi vẫn sẽ ủng_hộ anh ấy với tư_cách là một diễn_viên .,Ủng hộ
787,3,Bạn gái,Không liên quan
788,19,Mấy người thôi ghét_bỏ đi ... điều này sẽ không ngăn_cản chúng_tôi yêu anh ấy đâu .,Ủng hộ
789,23,"Sao mỗi lần thấy ổng giúp_đỡ người khác , tui lại thấy ổng đáng sợ hơn vậy trời",Không ủng hộ
790,16,""" 10 lần các diễn_viên thực_sự проживали ( sống ) trong cảnh quay """,Không liên quan
791,13,Chắc_hẳn là anh ta muốn thêm cô ấy vào danh_sách của mình .,Không ủng hộ
792,53,Tôi không hiểu mọi người thực_sự bị làm_sao vậy . Các bạn cứ xông vào và đổ lỗi cho anh ấy . Sao không hỏi bố_mẹ của những cô gái kia đi . Họ mới là những kẻ giết người thực_sự .,Ủng hộ
793,39,"Fan cuồng ảo_tưởng à , cố lên . Với cái đà này , bức ảnh tiếp_theo của anh ta sẽ là không mặc quần trong bếp nhà cô ta thôi , rồi anh ta sẽ sớm phá_sản trong vòng một tháng nữa cho xem .",Không ủng hộ
794,78,"Mọi người à , cá_nhân tôi không thích anh ta , chưa bao_giờ thích anh ta nhưng mọi người cần bình_tĩnh lại . Không phải là anh ta cưỡng_hiếp hay giết_hại gia_đình mọi người . Rất nhiều người trong số các bạn có_lẽ còn tệ hơn anh ta và anh ta không phán_xét gì cả .",Trung lập
795,49,"Ngọt_ngào gì chứ , hắn ta dụ_dỗ trẻ vị_thành_niên đấy , hắn ta không xứng_đáng được tự_do đi_lại trong khi hắn ta dùng các nữ diễn_viên để đánh lạc hướng công_chúng hòng cứu_vãn sự_nghiệp của mình .",Không ủng hộ
796,34,Mấy người làm quá lên như_thể chưa từng phát cuồng vì anh ta mỗi khi phim của anh ta ra_mắt ấy ...,Ủng hộ
797,37,"Yo , kệ người ta đi . Nếu là thằng nhóc 15 tuổi hẹn_hò với người phụ_nữ 27 tuổi thì mọi chuyện đâu có thế_này .",Không ủng hộ
798,20,""" Nếu cổ không hơn 15 , cổ không phải là nữ_hoàng của tao "" à",Không ủng hộ
799,21,"Ngay cả khi xem bộ phim này lần đầu_tiên , cốt_truyện này đã khiến tôi thấy rợn người .",Không liên quan
800,50,"Lúc người đó còn sống , sao không dùng mấy tấm hình đó để uy_hiếp anh ta , mà giờ người đó mất rồi thì gia_đình cô ta lại dùng mấy tấm hình đó để ngược_đãi anh ta ?",Ủng hộ
801,47,"Việc phim драмы tuổi teen Hàn_Quốc có cảnh hôn thì được cho là bình_thường , nhưng khi chuyện đó xảy ra ngoài đời thực thì lại là một tội_ác ?",Trung lập
802,46,Vậy bây_giờ các bạn lại có vấn_đề với diễn_xuất của anh ấy à ? Giả_sử anh ấy diễn không tốt thì các bạn sẽ chỉ_trích anh ấy và nói rằng anh ấy không biết diễn_xuất .,Ủng hộ
803,4,Fan cuồng tiêu_cực,Không ủng hộ
804,8,"Tôn_trọng bạn , cuộc_chơi là cuộc_chơi .",Trung lập
805,5,Ở tù là ở tù,Không ủng hộ
806,37,"Người làm cha_mẹ đó biết nhưng làm_ngơ vì tiền , còn tất_cả các người thì nhảy vào kết_luận vội_vàng , mấy người đã nghe lời giải_thích từ phía anh ta chưa .",Ủng hộ
807,7,"Ê ông bạn , thôi ghét ổng đi .",Không ủng hộ
808,37,Thật buồn_cười khi giờ_đây họ dùng vai diễn của anh ấy trong phim để nói về tình_huống xung_quanh anh ấy ... Mọi người thật buồn_cười .,Trung lập
809,9,"Ôi trời_ơi , Rona bé_bỏng ?",Không liên quan
810,18,"Anh ấy không cần diễn_xuất , diễn_xuất cần anh ấy .",Ủng hộ
811,22,Tôi thực_sự rất thích diễn_xuất của anh ấy ở đây . Oppa mang đến cho chúng_ta những thước phim tuyệt_vời nhất .,Ủng hộ
812,33,"Đừng làm quá mọi chuyện , ngành công_nghiệp này cũng cần phải ngừng tạo ra những câu_chuyện điên_rồ như_vậy ! Tôi luôn thấy nó kỳ_lạ ! ! !",Trung lập
813,6,Mấy người làm quá rồi đấy .,Trung lập
814,3,Cuộc_chơi là cuộc_chơi .,Không liên quan
815,19,Xin hỏi tên bộ phim này là gì vậy ? Tôi muốn xem .,Không liên quan
816,69,"Đó là lý_do tại_sao chúng_ta không_thể tin vào những gì thấy trên TV và đó là lý_do tại_sao nó được gọi là diễn_xuất . Chúng_ta không thực_sự biết họ ngoài đời thực như_thế_nào và khi những chuyện như thế_này xảy ra , chúng_ta mù_quáng bảo_vệ họ mà không biết liệu",Trung lập
817,13,Seokhoon hãy cứu lấy Rona của chúng_ta đi mà,Không liên quan
818,13,Giờ tao mới nhìn_nhận vấn_đề khác .,Trung lập
819,11,Cảnh này trông đáng sợ quá .,Không liên quan
820,7,Đừng ghét anh ấy .,Ủng hộ
821,4,Không có em .,Không liên quan
822,17,Tôi chưa bao_giờ hết hứng_thú với một anh người_yêu nhanh đến thế ! ! ! !,Không ủng hộ
823,34,"Kim_Soo_Hyun ? ? Làm_ơn , tôi không biết chuyện gì đang xảy ra , ai đó có_thể giải_thích không ? ? ? ? ?",Trung lập
824,5,Cô ấy ... 15 tuổi .,Không ủng hộ
825,22,Tôi biết chắc_mẩm là anh ta đã khóc thét lên khi phải diễn với các diễn_viên lớn_tuổi .,Không ủng hộ
826,5,kẻ ấu dâm,Không ủng hộ
827,11,Khoảnh_khắc diễn_viên không diễn_xuất,Trung lập
828,15,Có phải cô ấy là Bae_Ro_Na hay_Kim_Hyun_Soo không ?,Không liên quan
829,13,Hy_vọng các bạn biết cô ấy là một diễn_viên phim người_lớn .,Không liên quan
830,11,Cô ấy 12 tuổi trong bộ phim này ! !,Không liên quan
831,10,10 lần các diễn_viên đã không diễn,Không liên quan
832,15,Nói vậy thôi chứ tôi mừng là tôi chưa từng thích hắn .,Không ủng hộ
833,11,Thật_ra thì tôi chưa bao_giờ thích anh ta .,Không ủng hộ
834,6,KHÔNG BAE RONA,Không liên quan
835,40,"Ý tôi là anh ta hẹn_hò với một đứa trẻ khi anh ta 27 tuổi , tôi không_thể ủng_hộ một người như_vậy ! Cô ấy mất_mạng vì anh ta đã huỷ_hoại cô ấy .",Không ủng hộ
836,10,BAE RONA ? ? ? ? ? ? ?,Không liên quan
837,25,"Trời ạ , ý tôi là tôi thực_sự không_thể ép bản_thân xem phim của anh ta nữa .",Không ủng hộ
838,10,Cô ấy là cô gái trong Penthouse nữa .,Không liên quan
839,11,"Oh_Yeon_Hee , hãy cứu lấy con gái của cô .",Không liên quan
840,6,Đó mới là con_người thật của anh ta .,Không ủng hộ
841,4,Kim kết_hợp với Drake :,Không liên quan
842,10,Tại_sao mọi người lại ghét anh ấy vậy ?,Trung lập
843,6,Sao anh biến_thái vậy ?,Không ủng hộ
844,20,Có ai có_thể cho tôi biết Soohyun có liên_hệ gì với Sulli không ?,Không liên quan
845,15,Đó là lý_do vì sao anh ấy đóng vai này hay như_vậy .,Không liên quan
846,24,"Ôi trời , tôi đã phải gượng_ép bản_thân để xem cái chương_trình đó , sao mà có ai thấy ổn với nó vậy ?",Không liên quan
847,7,Vẫn còn yêu anh ấy đến giờ,Ủng hộ
848,9,Có quá nhiều biển_báo .,Không liên quan
849,17,"Anh ấy sống thật với chính mình , anh ấy không cần diễn_xuất .",Ủng hộ
850,19,Nghe_nói Soohyun thích mấy em trẻ tuổi hả ?,Không ủng hộ
851,8,Anh bạn bỏ diễn_xuất đi .,Không ủng hộ
852,32,"Haha , sao tôi lại thấy anh ta như một tên sát_nhân bệnh_hoạn vậy ? ? Wow , ảnh_hưởng của truyền_thông thật đáng sợ .",Không ủng hộ
853,12,Sao tôi cứ có cảm_giác như anh ấy đang cười ấy nhỉ,Trung lập
854,28,"Tao xin_lỗi nhưng tao không_thể nhìn nó như trước được nữa rồi , thôi nhé .",Không ủng hộ
855,3,Bae_Rona,Không liên quan
856,8,Anh ta được trả tiền để là chính mình .,Không liên quan
857,7,Anh ấy hoàn_toàn không diễn_xuất .,Không ủng hộ
858,16,Mỗi lần tôi nhìn thấy anh ta đều khiến tôi cảm_thấy khó_chịu .,Không ủng hộ
859,65,Gửi đến những người vẫn còn ủng_hộ anh ta . Mọi người có nhận ra rằng những nhãn hàng mà anh ta đại_diện đều có đội điều_tra riêng không ? Anh ta có tội nên các nhãn hàng mới bắt_đầu loại_bỏ anh ta .,Không ủng hộ
860,10,Top 10 diễn_viên không hề diễn_xuất .,Không liên quan
861,8,Bảo_vệ cô ấy bằng mọi giá .,Không ủng hộ
862,7,giờ không ai có_thể quên được điều đó .,Không ủng hộ
863,21,Mấy cô gái nào vẫn còn bênh_vực hắn ta cần đi trị_liệu tâm_lý đi là vừa ....,Không ủng hộ
864,9,Tôi đã chờ_đợi đoạn chỉnh_sửa này .,Trung lập
865,14,"Xin_lỗi , nhưng vấn_đề của anh ta là gì vậy ?",Trung lập
866,11,"thề luôn , đây đích_thị là chất âm của anh ấy",Không liên quan
867,11,"Haha , tất_cả đều là tự_nhiên đấy .",Không liên quan
868,9,"Trời ạ , mấy người làm quá lên vậy .",Trung lập
869,15,Anh ta đã đánh_lừa tất_cả chúng_ta bằng diễn_xuất như không diễn .,Không ủng hộ
870,55,Bạn có_thể tưởng_tượng việc anh ấy phải diễn cảnh yêu_đương với tất_cả những nữ_hoàng xinh_đẹp khó_khăn đến mức nào không ? Chẳng_trách tất_cả những nụ hôn của anh ấy đều khô_khan và hời_hợt .,Trung lập
871,9,Đúng là phong_thái của anh ấy .,Ủng hộ
872,40,"t không phải fan của anh ta nhưng buồn_cười thật , sao đột_nhiên mọi người đều có "" thông_tin để chia_sẻ "" về anh ta vậy . Kẻ ăn_bám ...",Trung lập
